,닻과 돛(해자기업),닻과 돛(NASDAQ 40%),S&P500 100%
2005-08-26,64415.03173814986,28514.446082338305,33503.84963180213
2005-08-29,64639.41564830927,28606.351004592863,33703.467459993146
2005-08-30,64504.43319763332,28445.664832320326,33595.87494724829
2005-08-31,64851.45850335187,28615.8039174854,33927.269253292194
2005-09-01,64987.14644886394,28719.067717984122,33962.29968941977
2005-09-02,65148.4076060224,28762.21611171766,33863.04904956792
2005-09-06,65398.32854448863,28912.86002947059,34290.36131882376
2005-09-07,65824.14656524167,28958.736538148558,34372.931606654005
2005-09-08,66208.6581113023,28996.469586218693,34242.54317844035
2005-09-09,66582.36867437937,29041.61116612135,34515.27626684571
2005-09-12,66926.3589641733,29084.80264378506,34489.70085833404
2005-09-13,67163.26107390084,28969.038672562514,34229.47379173939
2005-09-14,66854.97574636045,28927.64734178262,34117.15715895097
2005-09-15,67111.63216578648,29019.557403192783,34133.0026449304
2005-09-16,67055.58896163986,29142.68829854813,34416.02562699385
2005-09-19,67324.96375841467,29208.502716092524,34224.47138301511
2005-09-20,67408.95991539543,29141.449616314727,33955.34925993039
2005-09-21,67428.74947720127,29095.917920846347,33645.63771463238
2005-09-22,66843.45512173047,29062.71231109614,33768.52252975961
2005-09-23,66979.35542905547,29024.96767855083,33787.1509025463
2005-09-26,67050.37739721264,29033.24409096773,33796.60253639781
2005-09-27,67022.83594331311,29054.485197465372,33797.437402439995
2005-09-28,66817.73297472874,29047.941847290975,33831.63297252538
2005-09-29,67701.42150419622,29350.39087522343,34131.61459529117
2005-09-30,68191.09425000113,29423.36360449342,34163.03067233369
2005-10-03,68286.13694031531,29305.341689122306,34104.36606093074
2005-10-04,68150.70479816424,29247.570927407418,33764.351593313106
2005-10-05,67614.97653253446,28978.40981968611,33261.697754397115
2005-10-06,67970.97774780705,29041.837131778568,33125.4686576526
2005-10-07,67993.20057381444,29093.559709041663,33248.0751840991
2005-10-10,67527.8547532387,29045.385003909716,33009.81256069546
2005-10-11,67224.78085841141,28996.938328164535,32941.421420524675
2005-10-12,67161.79490066748,28864.854086967778,32741.52869741733
2005-10-13,67086.42689157953,28807.456208016207,32718.172810822678
2005-10-14,66787.73095042947,28832.918934109955,32988.68298354662
2005-10-17,67472.85388526913,29031.389070370627,33086.82386243997
2005-10-18,67036.10362201367,28907.485713092363,32754.316401673157
2005-10-19,66885.22476342332,28975.32640880213,33244.18253633332
2005-10-20,66451.9096090961,28822.315400084957,32744.864767821655
2005-10-21,67811.29415054673,28869.445458123533,32794.62753520574
2005-10-24,68603.19664545075,29114.03760166638,33344.82461958882
2005-10-25,68770.90622934255,29201.876036921538,33265.868690843614
2005-10-26,68693.24730651539,29171.65724262849,33122.410875929
2005-10-27,68380.38471982324,29004.171071592697,32775.445978822
2005-10-28,68888.46668062304,29071.531621351023,33317.857767673515
2005-10-31,69666.75675795868,29235.430341336854,33556.95186335494
2005-11-01,69274.53833098913,28982.45510783602,33438.79456203566
2005-11-02,70339.16282672503,29169.18518912755,33772.41517752538
2005-11-03,70799.62157269038,29274.99385952136,33916.42617603704
2005-11-04,70706.66237814061,29298.20859205397,33921.988555887176
2005-11-07,70740.77436798275,29269.17099839956,33996.22036458882
2005-11-08,70631.17193058947,29337.522693357558,33878.894535547326
2005-11-09,71105.65710691169,29376.912100628833,33936.167703546635
2005-11-10,71307.63555782782,29575.73835753277,34222.801650930734
2005-11-11,71326.41315738931,29602.43629977191,34327.336381951995
2005-11-14,71718.16228291705,29611.91404313085,34300.64781871743
2005-11-15,71732.97303730743,29552.31524090426,34168.58965841941
2005-11-16,71982.5914443922,29706.769159357726,34229.7520804201
2005-11-17,73125.19546499198,30084.142890176976,34551.97643505762
2005-11-18,73249.55155385785,30114.213487752742,34704.05101778157
2005-11-21,73912.00958713215,30255.223179921504,34886.985100186575
2005-11-22,74959.13200862167,30390.787118207132,35064.360196505855
2005-11-23,74991.95328872891,30327.58325376906,35186.13185691018
2005-11-25,75570.99648298998,30508.404700168117,35259.52879956965
2005-11-28,75270.87955877588,30387.94951408173,34959.54717680387
2005-11-29,74001.92824402044,30353.612026083545,34960.10375416532
2005-11-30,74342.84583285956,30348.26594959257,34737.69001050551
2005-12-01,75355.57729895043,30611.616223657897,35159.99987103707
2005-12-02,75426.36617017457,30699.370783137296,35171.39613188927
2005-12-05,75077.84259956866,30680.7058843271,35088.26926669757
2005-12-06,75280.44759616404,30670.709570582265,35133.02962535738
2005-12-07,75650.1854085405,30844.162464777655,34957.04597244174
2005-12-08,75650.16811132245,30821.606104449056,34914.50852946334
2005-12-09,76147.40348337826,31069.283989681575,35012.64940835669
2005-12-12,76865.283916228,31310.332419895516,35042.12085839852
2005-12-13,76633.40987611047,31057.92937310389,35236.732884100864
2005-12-14,75655.73856755607,30790.936495700153,35384.35824169758
2005-12-15,75733.16771743816,30717.687404825643,35334.31379186836
2005-12-16,76058.21496778975,30690.169208291656,35233.67170861287
2005-12-19,75749.14045391217,30569.779858227026,35027.94171073906
2005-12-20,75710.2601790149,30446.355972602938,35019.59983784606
2005-12-21,75293.45390289903,30231.269566166222,35107.73250552644
2005-12-22,76187.53973631785,30526.66734437409,35255.91444048461
2005-12-23,76426.45758075565,30543.129243525964,35270.92845418625
2005-12-27,76160.97105772026,30427.572617728834,34933.971768292206
2005-12-28,77053.35171554625,30792.668783835616,34979.288704313476
2005-12-29,76443.73555264124,30638.370622586343,34875.032261972934
2005-12-30,76115.17272715451,30571.31075203904,34704.607595143025
2006-01-03,78120.74704031991,31111.81466523562,35274.821101952024
2006-01-04,78687.58366042058,31213.428581591656,35404.3746641235
2006-01-05,79076.98291439307,31205.206348766267,35404.93124148495
2006-01-06,80556.9480996065,31550.627532290273,35737.71699093249
2006-01-09,81407.20093388559,31736.35485276951,35868.387101591274
2006-01-10,81208.6900217922,31781.679530104844,35855.59600357104
2006-01-11,81486.24563800369,31859.836853522334,35980.428839463355
2006-01-12,80630.98665923356,31746.087936803815,35754.67902539922
2006-01-13,80841.5647351895,31850.372953690254,35797.769651974675
2006-01-17,80709.67147477415,31863.177308023936,35667.65951244175
2006-01-18,80156.86066281599,31591.14468982953,35528.650922654364
2006-01-19,81219.91503622945,31886.903211335004,35726.3207300803
2006-01-20,80300.6022389811,31808.008142850485,35071.588914675965
2006-01-23,80497.62137292653,31591.021137664313,35136.365695761706
2006-01-24,81291.58517956464,31733.618731485636,35220.88400435704
2006-01-25,81296.45842181233,31788.45666925774,35160.278159717804
2006-01-26,82147.6410624921,31821.07494783275,35414.66116401719
2006-01-27,82948.70884175965,32032.39564491446,35689.62056186837
2006-01-30,82683.98421116977,32107.120205569307,35730.4882727624
2006-01-31,82604.88508198973,32168.961168523434,35588.42190125142
2006-02-01,82040.23700006443,32187.56959012591,35654.59012574079
2006-02-02,81489.72243359148,32096.583514583177,35331.534298825485
2006-02-03,80986.60110994012,31936.90802964892,35142.20636429256
2006-02-06,81588.44983905378,31932.522878283293,35169.729793569306
2006-02-07,80391.48385400232,31662.291360646304,34885.040473185894
2006-02-08,80416.44267443949,31610.329272943214,35187.245011633095
2006-02-09,80525.53905398217,31752.361991961625,35135.255934803194
2006-02-10,80130.13007962503,31729.59575615864,35224.498363442086
2006-02-13,79186.1578674934,31475.000366146065,35109.677132527126
2006-02-14,78918.93986345653,31431.102961839388,35461.92612080354
2006-02-15,79010.43547813363,31525.42929829991,35586.19898557
2006-02-16,79960.84267505257,31596.699123594095,35846.97923576171
2006-02-17,80352.08128116524,31757.84494561849,35787.48315208098
2006-02-21,80228.73733204952,31695.313574345346,35670.43900548461
2006-02-22,79820.97378339696,31790.94553971693,35938.44797384641
2006-02-23,79721.70238444657,31739.043424665786,35802.77545446334
2006-02-24,79753.11959919857,31834.96735284387,35848.37067916533
2006-02-27,80445.18437935067,31934.295346932304,35978.75910737898
2006-02-28,79746.52943648279,31840.844793809236,35604.54906967596
2006-03-01,81041.826703712,32171.712814076047,35898.69002391087
2006-03-02,81141.94178214022,32144.48817981471,35840.30709495305
2006-03-03,81115.54234862991,32120.462126402228,35787.204863400235
2006-03-06,80692.25080127103,32036.443925333675,35537.824267825126
2006-03-07,79489.96832809839,31723.979624073152,35471.65604333575
2006-03-08,78816.14000840057,31574.750173826003,35543.66154259159
2006-03-09,78903.88939688096,31571.72685516376,35370.17909403808
2006-03-10,78097.00721561926,31375.298032687744,35625.67864682479
2006-03-13,78654.88802722076,31556.150297579876,35701.02021648493
2006-03-14,79595.47392108502,31757.94135945554,36072.17247246437
2006-03-15,80386.28073088473,32035.941841057196,36226.1950759534
2006-03-16,79261.70078635497,31902.95778645581,36290.41527967769
2006-03-17,79301.33268230838,31942.501555349198,36343.795799911226
2006-03-20,79337.43348160836,32041.157950156587,36283.46485018832
2006-03-21,79250.8069652381,31786.78443223139,36065.22204297501
2006-03-22,79096.89812301086,31895.784031911655,36282.355089229815
2006-03-23,79053.5593820137,31804.371685371087,36188.66343546369
2006-03-24,80513.02514271183,32056.329758261993,36224.247055188316
2006-03-27,81204.44746837181,32220.447769965424,36186.99370337933
2006-03-28,81424.85809515853,32203.964200257404,35954.0151711451
2006-03-29,82589.39207539924,32345.917552718678,36222.58071686836
2006-03-30,83618.08675045437,32698.545064667334,36149.1837742089
2006-03-31,83685.82470700094,32658.776165523428,35999.61039584709
2006-04-03,84200.23904027972,32733.422846361736,36081.34921139956
2006-04-04,85140.8925828345,32800.02248823129,36307.09902546369
2006-04-05,85446.80965508081,32854.60028749681,36463.622833314854
2006-04-06,86015.27607050208,32969.317217563876,36393.56196105971
2006-04-07,85539.65194829863,32799.21716183043,36017.125613910874
2006-04-10,85790.08982481908,32902.956443706884,36048.26340227267
2006-04-11,85095.70102186121,32785.82525351754,35768.85477929428
2006-04-12,85601.39534104516,32802.222360644584,35811.94879963412
2006-04-13,85223.65247468934,32791.961870295905,35839.750517591594
2006-04-17,85395.38384270998,32713.792915588303,35734.38092052816
2006-04-18,86415.49200804876,33347.49418716444,36344.63066595341
2006-04-19,87344.03548583166,33606.548984763154,36418.3058972936
2006-04-20,87376.94439547931,33565.94698768217,36460.83994650759
2006-04-21,87238.28711148741,33431.51890030489,36455.837537783314
2006-04-24,87572.57536424816,33364.93234208858,36367.70487010293
2006-04-25,87646.00796154908,33564.78304738818,36190.60806246438
2006-04-26,87626.36135892879,33597.67201933854,36292.6415891235
2006-04-27,87780.0305740153,33705.69665475689,36412.46522876274
2006-04-28,87872.792751686,33688.44138602315,36437.209164996624
2006-05-01,88184.88793717675,33593.44971378092,36286.522631911925
2006-05-02,89079.31761410058,33922.0583506604,36509.492952933186
2006-05-03,89818.95436690455,34112.61071256703,36367.98315878366
2006-05-04,90130.32091775403,34222.6108683725,36482.80438969862
2006-05-05,90892.38247441707,34406.62697348674,36858.405870805276
2006-05-08,90676.54242445802,34379.68839237506,36827.82465980493
2006-05-09,90730.98287968668,34620.9053909153,36841.16894142222
2006-05-10,90365.31749191027,34677.35578790968,36777.50192129499
2006-05-11,90024.16617805578,34686.86666577197,36306.82073678298
2006-05-12,88896.36981406213,34694.986676674576,35898.69002391089
2006-05-15,87182.83324298692,34009.10458797131,35989.32389595342
2006-05-16,86930.00839526473,34037.50362193612,35922.04251674114
2006-05-17,86620.76351297177,33985.94684824781,35317.07686248529
2006-05-18,85683.75817620438,33795.65180427344,35080.48736493041
2006-05-19,84158.51660454822,33132.4472369224,35225.61151816499
2006-05-22,83624.01164779041,33037.14550177103,35087.71268933612
2006-05-23,84658.63861233371,33211.116497778494,34935.081529250725
2006-05-24,84201.06603070433,32948.6930661051,34990.40667648495
2006-05-25,84012.61962078421,33005.48986679712,35388.25088946334
2006-05-26,83795.8587412373,33069.59093572345,35590.648210697225
2006-05-30,84010.10834822232,33142.819762809064,35026.55026733542
2006-05-31,83906.75984285014,33090.397942933814,35310.683010357374
2006-06-01,83705.7466185808,32825.83475800539,35744.94570910258
2006-06-02,83971.65399332349,32952.24221553196,35814.728292677006
2006-06-05,83269.47860388375,32847.938205811915,35177.236800420134
2006-06-06,82499.17140845388,32550.59975617846,35137.200561803875
2006-06-07,81747.25892045228,32328.04052032119,34923.12869103707
2006-06-08,81381.21966993762,32227.297874592216,34972.61656350483
2006-06-09,80981.18216157028,32206.84990863219,34816.09275565367
2006-06-12,79955.22646137679,31848.21942355069,34402.95624029289
2006-06-13,78766.85869725283,31345.167542694253,34020.68261837759
2006-06-14,78686.26693731178,31091.260627489275,34197.22624241909
2006-06-15,80035.63243721717,31445.848914804585,34923.4069797178
2006-06-16,79773.64649103265,31447.57049510246,34794.96317850483
2006-06-19,79192.8565477107,31290.141792876253,34477.744626356
2006-06-20,78869.77314143401,31202.32204003969,34477.46633767527
2006-06-21,80020.05133257453,31526.77063939243,34813.3098688464
2006-06-22,80085.28926618786,31601.311052044963,34629.81920907994
2006-06-23,79985.83202714709,31507.897277312502,34599.237998079596
2006-06-26,80155.74627477516,31648.041810207906,34767.71803790881
2006-06-27,79754.14024293667,31556.42010866793,34451.88753539921
2006-06-28,79956.81786674086,31516.32792597258,34640.94057501581
2006-06-29,81475.50522412031,31978.9448473285,35387.972600782625
2006-06-30,82688.82546004883,32394.575447350013,35313.740792080986
2006-07-03,83455.50998038138,32666.539307975618,35591.47968297502
2006-07-05,82561.29755941086,32464.301056152275,35333.48231959058
2006-07-06,82529.09516916286,32528.116789587104,35421.61159350656
2006-07-07,82113.95904692137,32487.42295019263,35182.517497825145
2006-07-10,81573.62421816442,32321.583855312216,35234.22828597433
2006-07-11,82362.4867725175,32472.69523750098,35375.74147388825
2006-07-12,82436.05254414013,32598.782701085067,34991.24154252713
2006-07-13,81591.11505962705,32390.878208809107,34537.51899871745
2006-07-14,81996.34688049104,32541.35315917057,34368.48238152678
2006-07-17,81385.3226543421,32357.971223793564,34320.942529824104
2006-07-18,81555.47990435225,32257.70417696714,34386.832465632746
2006-07-19,82326.05305880061,32407.075325053942,35024.88392901547
2006-07-20,81553.42639486626,32195.21994627195,34727.96008797329
2006-07-21,80083.28179242877,31941.281335327327,34482.19385148322
2006-07-24,80027.60641864556,31676.71023677881,35055.46514001582
2006-07-25,80976.9717708999,31974.720309453616,35277.04401763345
2006-07-26,80710.00199011042,31878.58710557929,35263.69973601616
2006-07-27,81839.98647385756,32226.185984948166,35119.12876637865
2006-07-28,83231.42886243119,32414.057469203155,35545.88785203743
2006-07-31,82842.83485520261,32322.134397865837,35493.34219784607
2006-08-01,82294.34482973757,32243.581709251783,35333.7606082713
2006-08-02,83709.45694485061,32640.203657519898,35514.19348631418
2006-08-03,84117.14082442892,32540.448631205676,35593.70599242083
2006-08-04,84030.74016816822,32639.56625377896,35568.405478825494
2006-08-07,83784.74072039557,32529.845111407525,35468.59826161219
2006-08-08,84001.79740707783,32400.503060594398,35349.32780557001
2006-08-09,84102.4953975308,32451.480024379358,35195.5834907617
2006-08-10,84098.2125689012,32441.497127533068,35358.50454450519
2006-08-11,83392.07043932042,32360.572841991623,35217.547933952716
2006-08-14,82787.31558511377,32076.867023959017,35258.41564484675
2006-08-15,84564.46757325987,32348.99891959781,35741.33135001754
2006-08-16,86051.90921034076,32616.670109447612,36015.18098691021
2006-08-17,85848.61548618361,32587.886677480892,36072.172472464394
2006-08-18,85394.89188261433,32420.07518386223,36206.178653527495
2006-08-21,85131.01485105848,32529.627679799054,36073.285627187295
2006-08-22,85056.99873712697,32503.906959810374,36109.42582427338
2006-08-23,84953.72942465237,32514.23921907551,35947.34303033647
2006-08-24,84783.25194019063,32452.531010728737,36032.696204973996
2006-08-25,84557.44365450529,32427.449757957118,36005.7259592943
2006-08-28,85271.80853974266,32544.591402692167,36191.72121718731
2006-08-29,85625.75330180068,32471.999285598307,36261.22551208099
2006-08-30,86338.48418604107,32624.39618196697,36291.528434400614
2006-08-31,86609.05183810287,32715.972830705647,36248.434414060765
2006-09-01,85939.78105380833,32726.31700899404,36448.33053093251
2006-09-05,87134.57562115515,33095.12838910506,36510.60610765611
2006-09-06,86181.09539521064,32845.043376677706,36149.46206288964
2006-09-07,85915.35160172869,32531.928755930843,35975.97961433614
2006-09-08,85326.03213830844,32388.92467897223,36112.208711080646
2006-09-11,84688.3440636743,32046.676710811334,36129.44564046371
2006-09-12,85767.01029249173,32331.608108625365,36503.65567816673
2006-09-13,86163.32868573428,32368.658569950763,36644.60889495481
2006-09-14,85819.536120443,32294.79673213297,36594.846127570716
2006-09-15,85600.72958024355,32143.927554773163,36688.81607001756
2006-09-18,86801.01204116658,32270.159816105825,36731.07522431523
2006-09-19,86061.23659054698,32250.056177433173,36632.65605674115
2006-09-20,86509.24565287052,32363.373297102742,36842.282096145136
2006-09-21,86287.86747794472,32254.258550018807,36643.499133996294
2006-09-22,86082.19618887245,32331.64985300995,36553.14355063449
2006-09-25,86823.16085001423,32427.78840127607,36875.364511507614
2006-09-26,87013.91865304676,32607.16937878624,37152.82511372093
2006-09-27,86825.87959010659,32668.22829610374,37159.497254529575
2006-09-28,87229.37301283063,32869.15976955385,37223.16427465681
2006-09-29,86952.77380128528,32740.09581717766,37138.924254742196
2006-10-02,86681.37876337413,32652.131965082535,37012.981657891374
2006-10-03,85566.21439692206,32363.796824293335,37090.54953699735
2006-10-04,86777.02094415878,32475.07977028693,37537.87822867911
2006-10-05,86543.77031951679,32556.429679072025,37621.83995991299
2006-10-06,86264.9251572134,32301.473742556096,37520.91958797677
2006-10-09,87955.08748060136,32625.99829444656,37550.66932669934
2006-10-10,87475.32659065031,32579.77639187919,37627.402339763124
2006-10-11,87738.29421008873,32588.904994888042,37530.92779918974
2006-10-12,88263.45270940052,32781.095467909356,37889.01406223261
2006-10-13,89534.22977020864,33074.7221620822,37966.581941338576
2006-10-16,89858.16009074317,33273.46380148623,38062.22161586978
2006-10-17,88670.12026343876,33080.19470566216,37922.93473740167
2006-10-18,87763.15540509616,33108.69127797883,37971.58774382725
2006-10-19,88260.35048135191,33188.26368665401,38003.83529314755
2006-10-20,88746.29949405047,33185.680677240474,38049.43051784954
2006-10-23,88535.00375115855,33019.27477355007,38283.52220480668
2006-10-24,88351.64251860541,32835.22854138334,38293.53041601965
2006-10-25,89073.3874435614,32992.42169824793,38428.089780679795
2006-10-26,90329.1014868592,33391.56022456859,38618.80915861636
2006-10-27,89275.10919256597,33234.9248488922,38292.41726129673
2006-10-30,90027.83233702942,33527.5608245623,38308.82271840201
2006-10-31,90666.9439348267,33461.53933179512,38309.09761331834
2006-11-01,89592.45360262037,33465.64315858099,38027.469468422925
2006-11-02,90033.07218967391,33582.236491315045,38014.400081721964
2006-11-03,90400.8628230146,33600.85727955123,37929.885166891036
2006-11-06,91231.81835791611,33858.824928778966,38360.255217870465
2006-11-07,91456.77090127932,33909.05751836,38445.32671006286
2006-11-08,91581.45511999479,33915.719960044305,38525.395793530966
2006-11-09,91721.2960359781,33903.61591106958,38319.94069057349
2006-11-10,91641.49567168138,34052.300701197724,38391.39300623227
2006-11-13,92299.90271492742,34046.53551969664,38489.25559644489
2006-11-14,93349.63528109874,34244.161321858104,38733.90867821204
2006-11-15,92867.03014327497,34149.64338137218,38827.04375461671
2006-11-16,93439.10191704828,34309.23714010392,38915.73299965855
2006-11-17,93452.12523294154,34217.96687618719,38955.7658445104
2006-11-20,93936.66368477205,34348.035362313014,38936.30599944593
2006-11-21,94078.58417799907,34343.504517971196,39000.52959693461
2006-11-22,94950.09279917208,34535.16551263598,39091.71665257419
2006-11-24,95346.08443329354,34641.66688223802,38948.81541502104
2006-11-27,93784.71443298699,34330.998736993366,38420.861062509706
2006-11-28,94088.62245670223,34338.60090112252,38553.19751148845
2006-11-29,94482.7302796142,34457.53762692699,38907.947704127
2006-11-30,95344.43836272164,34618.31433484313,38939.92035853098
2006-12-01,94619.56102695942,34552.783026439356,38830.93640238249
2006-12-04,95632.40644691873,34703.40543092536,39175.956672488806
2006-12-05,95639.79555899883,34725.079108656806,39332.75876902071
2006-12-06,95094.48737939935,34515.873576106394,39281.047980871524
2006-12-07,94338.57717277388,34271.107510226895,39125.080750381814
2006-12-08,94595.22645112898,34495.98042181975,39195.973094914734
2006-12-11,94365.29284491656,34342.818885905595,39284.9406286373
2006-12-12,94011.5038423024,34303.66647427641,39243.79462906253
2006-12-13,93855.7347891361,34239.00363411442,39289.66474868085
2006-12-14,94424.61191861199,34419.085738642454,39631.07065970211
2006-12-15,94589.41452551822,34374.68031718336,39675.5527296812
2006-12-18,94079.87479736691,34086.85834823358,39547.387217148964
2006-12-19,94391.49596274973,34169.233178079616,39632.74039178648
2006-12-20,93962.33285383374,34137.75693591936,39576.58037851007
2006-12-21,93781.86232905705,34095.84078855606,39431.17793659477
2006-12-22,93397.74976352793,34015.77078614058,39221.551897190795
2006-12-26,93720.81140829375,34089.36914285787,39392.25485270143
2006-12-27,94656.161022016,34329.785448279836,39668.60230019184
2006-12-28,94596.62878502217,34361.38592423433,39609.94108255328
2006-12-29,94407.11732082143,34305.67462826065,39431.17793659477
2007-01-03,94571.07584905239,34542.07777677645,39383.91297980842
2007-01-04,94338.35908085058,34491.92264273773,39432.28769755327
2007-01-05,92785.50276800909,34074.333552677286,39192.35873582968
2007-01-08,92949.89962231574,34101.052288981475,39279.37824878716
2007-01-09,92607.1603272197,34136.175345453965,39259.083537680504
2007-01-10,93088.66501247296,34206.612587555464,39335.25997338284
2007-01-11,93533.92643408541,34411.5920881608,39584.64056895795
2007-01-12,94503.97183772153,34640.450366115256,39776.75139029814
2007-01-16,94673.4201339536,34735.078114945325,39809.28062206356
2007-01-17,95306.98543219583,34622.93713231631,39773.69360857453
2007-01-18,94107.74087196041,34554.96057262346,39655.53630725526
2007-01-19,93977.59043582894,34505.81141540483,39770.35753817021
2007-01-22,94025.16564434233,34555.944217562384,39560.45321008551
2007-01-23,94325.4531718051,34615.747596295965,39700.57495459579
2007-01-24,95325.7265248228,34809.55348510419,40038.088217851284
2007-01-25,94394.14923885837,34783.902953250414,39586.86687840374
2007-01-26,94496.97543198876,34691.67008879475,39539.04873802034
2007-01-29,93772.24621207835,34715.783020425966,39495.676428999766
2007-01-30,94253.62293623445,34767.517137393865,39723.64915874531
2007-01-31,94669.99910453892,34941.59488508981,39985.542563659925
2007-02-01,94840.69357395635,35124.814730453174,40199.61443442674
2007-02-02,94355.20067039455,34935.17763459399,40267.7306796812
2007-02-05,94229.13879070926,34969.02724264668,40228.80759578785
2007-02-06,94922.46910376876,35037.619501001536,40256.887602426046
2007-02-07,95584.99549362189,35155.50745467365,40313.04761570245
2007-02-08,95579.74071099544,35182.789125290285,40265.507763999776
2007-02-09,94960.64427304901,35156.79539418334,39980.54015493565
2007-02-12,94698.67387046452,35108.074823442796,39850.14833295759
2007-02-13,95117.29326381425,35216.09319206691,40152.90944876624
2007-02-14,95957.9808124091,35387.293685103956,40459.84150102139
2007-02-15,95720.87742014925,35382.00939401002,40501.82236663833
2007-02-16,95774.80356094225,35384.58619446449,40466.513641830024
2007-02-20,95863.74637030762,35466.39219204573,40581.61316142571
2007-02-21,95705.594355345,35455.77820163953,40524.61828210713
2007-02-22,96498.57082807618,35741.9321940796,40489.866134660275
2007-02-23,96617.42753855481,35790.4769749709,40345.57345370349
2007-02-26,96368.73977999168,35778.83094390852,40294.975820277214
2007-02-27,94617.2577539021,35075.11836869721,38895.716577232604
2007-02-28,94238.54501321253,34930.302186319546,39112.01136368083
2007-03-01,93965.96329329933,34963.6369014642,39010.53780814756
2007-03-02,92277.595221035,34460.26725863801,38565.71032082794
2007-03-05,90785.57791601167,34064.4577917915,38202.896543977105
2007-03-06,92407.93879675682,34432.274656803624,38794.796205296385
2007-03-07,92123.39584980419,34416.56780943397,38699.156530765176
2007-03-08,93136.74869085246,34619.22156674354,38974.95079465853
2007-03-09,92878.5670694154,34587.362394362324,39001.36106921237
2007-03-12,93170.31248259539,34603.1088298726,39105.89580023363
2007-03-13,92280.1776753722,34358.80926636371,38309.37590199905
2007-03-14,92155.06971118724,34359.18507254668,38565.71032082792
2007-03-15,92448.83404476217,34484.944270367814,38707.7766923389
2007-03-16,92528.45764275047,34527.705618730746,38559.59136361633
2007-03-19,92759.7682222908,34684.97039387054,38979.67830846647
2007-03-20,93267.62274247567,34829.57787580995,39226.554305915044
2007-03-21,94368.2830426994,35099.00078831394,39896.57842370175
2007-03-22,94569.64867549513,35145.11284837621,39882.67756472302
2007-03-23,94301.12240525853,35021.651983468255,39926.32476865992
2007-03-26,94827.74018698417,35172.963726432914,39964.969563872546
2007-03-27,94252.69723446624,35086.73064052583,39717.81188397885
2007-03-28,93868.79487560729,35016.573829611414,39401.428197872185
2007-03-29,93607.56747554842,34929.70944837191,39548.77866055257
2007-03-30,93605.406571066,34964.65518871117,39502.348569808404
2007-04-02,93534.5042987646,34915.97732381834,39604.938673828976
2007-04-03,94228.42099216483,35174.20146497367,39972.47657072336
2007-04-04,94504.20659473099,35352.29059766324,40016.95864070245
2007-04-05,95523.61067531032,35445.99482582408,40139.008589787496
2007-04-09,95200.516440575,35439.319286585975,40162.63937129847
2007-04-10,95232.26824646264,35551.68783471655,40267.73067968118
2007-04-11,94911.99026934845,35461.65025671314,40003.057781723706
2007-04-12,95422.27847667309,35567.54058271743,40251.32861634031
2007-04-13,95535.32463549793,35707.772968491656,40391.72525576692
2007-04-16,96041.1657366655,35939.0665617547,40822.095306746356
2007-04-17,96082.09447839163,35956.792737115626,40909.67139706528
2007-04-18,96800.56893898363,35933.513605196094,40938.02969238421
2007-04-19,96403.63860959143,35795.08641654393,40888.820108597174
2007-04-20,97287.80900159644,36069.65144816079,41267.47937142743
2007-04-23,96906.45274571303,36014.79847415969,41172.39966802208
2007-04-24,97519.01559941508,36016.32131999606,41157.94223168189
2007-04-25,97548.85530705644,36079.903753421466,41575.246289724775
2007-04-26,97234.24871812237,35941.373197577894,41542.717057959344
2007-04-27,96896.4047002001,36031.01233029784,41537.71125547066
2007-04-30,96531.64999894348,35843.96848477303,41212.432512873944
2007-05-01,96620.32076913252,35827.2437087427,41321.69475770317
2007-05-02,96141.63706212735,35912.52147703576,41589.147148703516
2007-05-03,96770.8619500183,36033.14061195872,41769.02344938493
2007-05-04,97489.04723122099,36308.10286968508,41858.82245538528
2007-05-07,97180.90438714845,36305.388096979,41966.13667944941
2007-05-08,96681.31903449664,36237.955267522964,41917.205384343106
2007-05-09,96693.97684066939,36245.34660762614,42052.32132636471
2007-05-10,95460.02262104729,35850.61427679282,41465.427467534115
2007-05-11,96141.91841374418,35941.80752067882,41865.216307513205
2007-05-14,95812.31973666721,35875.286635313234,41790.15302653378
2007-05-15,95533.89464564066,35724.61306588903,41735.659351577335
2007-05-16,95991.8403633143,35844.09477375454,42095.6936353853
2007-05-17,95514.54145367286,35622.20128468241,42057.04884017268
2007-05-18,95569.1598745524,35736.32515241573,42335.06601974745
2007-05-21,95568.00295032994,35872.51350073528,42400.39937819464
2007-05-22,96049.41057627651,35991.02572724409,42373.15423759862
2007-05-23,95511.2628190865,35930.6687815807,42322.000026810885
2007-05-24,94882.4382768436,35659.74652197001,41911.36810957666
2007-05-25,95080.37595642888,35711.33947837564,42139.897416683656
2007-05-29,95641.65946778019,35879.847280916816,42206.06564117303
2007-05-30,95546.95156632294,35877.343705161446,42543.02232706706
2007-05-31,96597.68228451087,36050.7472242387,42553.865404322205
2007-06-01,97378.02514312643,36225.01295385961,42712.89041653551
2007-06-04,97532.48461801009,36328.16762035213,42791.849739045116
2007-06-05,97728.65739961121,36295.71986580105,42563.03874949299
2007-06-06,97544.47521467399,36130.92389672667,42185.77093006637
2007-06-07,97310.19732958607,35855.8084073137,41444.57617906602
2007-06-08,97386.27388268281,35822.838933229614,41915.817334703876
2007-06-11,96963.98917923913,35739.130977129134,41956.12846823646
2007-06-12,96243.31013870766,35563.672992663465,41507.964910512506
