Date,Strategy_Gross,Strategy_Net,Position,KODEX200_TR_KRW,SPY_TR_KRW
2023-08-16,5.1582449629907625,5.089042855677468,SPY_TR_KRW,1.9448890269740287,5.949411817792527
2023-08-17,5.102744963660099,5.034287434577796,SPY_TR_KRW,1.9390285952385793,5.88539927975403
2023-08-18,5.105199808429761,5.036709345581729,SPY_TR_KRW,1.928772144033125,5.888230646350278
2023-08-21,5.140949264992055,5.0719791937215515,SPY_TR_KRW,1.9302375241850638,5.9294633215871775
2023-08-22,5.126832800624917,5.058052113357893,SPY_TR_KRW,1.937856484694327,5.913181686935495
2023-08-23,5.137848686482935,5.068920212028454,SPY_TR_KRW,1.9337538558178204,5.9258871792060965
2023-08-24,5.06221632565208,4.994302521650074,SPY_TR_KRW,1.9601273109499904,5.838654396629258
2023-08-25,5.097903562127935,5.029510984437196,SPY_TR_KRW,1.9387354466167044,5.879815308520249
2023-08-28,5.115535949263478,5.046906818567696,SPY_TR_KRW,1.9519224161544126,5.900152134931702
2023-08-29,5.18261447029279,5.113085425955063,SPY_TR_KRW,1.9610065148439912,5.977519097647727
2023-08-30,5.211681785516199,5.141762779189108,SPY_TR_KRW,1.9668669465794408,6.011044730870347
2023-08-31,5.210388723685665,5.140487064848699,SPY_TR_KRW,1.967746513430877,6.009553340408881
2023-09-01,5.220106980080341,5.150074942824601,SPY_TR_KRW,1.987379365047102,6.020762174005899
2023-09-04,5.220106980080341,5.150074942824601,SPY_TR_KRW,1.999980521284308,6.020762174005899
2023-09-05,5.225364957550395,5.155262380193566,SPY_TR_KRW,1.9979294488176782,6.026826615210702
2023-09-06,5.1969801050457285,5.127258333878444,SPY_TR_KRW,1.9838635173575925,5.994088120209168
2023-09-07,5.183200594503629,5.113663686826563,SPY_TR_KRW,1.973900214774013,5.978195121049423
2023-09-08,5.191006409938573,5.121364780814334,SPY_TR_KRW,1.97683024916302,5.987198185256216
2023-09-11,5.1719548037570595,5.102568767631006,SPY_TR_KRW,1.9823980162198418,5.965224461290515
2023-09-12,5.157840816027278,5.088644130678572,SPY_TR_KRW,1.972141806986011,5.9489456831405425
2023-09-13,5.1859669129637185,5.116392892844667,SPY_TR_KRW,1.9736069451663265,5.981385734883455
2023-09-14,5.22002310390919,5.149992191921411,SPY_TR_KRW,2.0014455384788117,6.020665432984979
2023-09-15,5.157130976171599,5.087943813909567,SPY_TR_KRW,2.027525965974918,5.948126968702508
2023-09-18,5.170265056580466,5.100901689805381,SPY_TR_KRW,2.00320370429519,5.963275542250486
2023-09-19,5.155157266368697,5.085996583050291,SPY_TR_KRW,1.9879660252482871,5.9458505331104545
2023-09-20,5.122412506334878,5.053691120958711,SPY_TR_KRW,1.9876726346547888,5.908083411984235
2023-09-21,5.071135077322946,5.003101620916942,SPY_TR_KRW,1.9528016200484137,5.848941098205341
2023-09-22,5.059732993410354,4.991852505356992,SPY_TR_KRW,1.9457683518538413,5.835790173178759
2023-09-25,5.070704071856155,5.0026763977436985,SPY_TR_KRW,1.9475266386560315,5.8484439855175845
2023-09-26,5.053321960585313,4.985527481820911,SPY_TR_KRW,1.9220323874178626,5.828395822052123
2023-09-27,5.051866141934774,4.984091194177373,SPY_TR_KRW,1.9267210715664953,5.8267167112797145
2023-09-28,5.062486745648209,4.994569313739089,SPY_TR_KRW,1.9267210715664953,5.838966293394979
