Date,Strategy_Gross,Strategy_Net,Position,KODEX200_TR,SPY_TR_USD
2011-03-17,1.1748642850129807,1.1719294734415857,KODEX200_TR,1.247411266585945,1.1618522189713971
2011-03-18,1.1857366640668372,1.1827746932871295,KODEX200_TR,1.2589550068284392,1.1660779677482223
2011-03-21,1.1961652097585584,1.1931771884664986,KODEX200_TR,1.2700275073341598,1.1841500390010946
2011-03-22,1.201490412457574,1.1984890888065096,KODEX200_TR,1.2756815372747607,1.180042373201797
2011-03-23,1.2006027457333035,1.1976036394741603,KODEX200_TR,1.2747390578012134,1.1834197650312752
2011-03-24,1.2161342925691845,1.2130963884982795,KODEX200_TR,1.291229665914619,1.1947365970581487
2011-03-25,1.2287818911220667,1.2257123933436527,KODEX200_TR,1.3046582441183958,1.1983881491340627
2011-03-28,1.231000716084197,1.2279256756799182,KODEX200_TR,1.3070140798448284,1.1954673265950109
2011-03-29,1.2403196213958225,1.2372213023614158,KODEX200_TR,1.3169084205157093,1.2034991557887127
2011-03-30,1.2547417557506384,1.2516074102174024,KODEX200_TR,1.3322211107658983,1.211804871888625
2011-03-31,1.25940172117927,1.2562557350500634,KODEX200_TR,1.3371688255374916,1.210161732678179
2011-04-01,1.26982981107293,1.2666577755699548,KODEX200_TR,1.3482408420999652,1.2152728304462377
2011-04-04,1.2665015736297347,1.2633378520655567,KODEX200_TR,1.3447070885103163,1.216277173549085
2011-04-05,1.2744894346530156,1.2713057594080075,KODEX200_TR,1.3531881939141233,1.2160946733916866
2011-04-06,1.2716049166224401,1.2684284469049147,KODEX200_TR,1.3501255590754362,1.2199282700579566
2011-04-07,1.2665015736297345,1.2633378520655565,KODEX200_TR,1.3447070885103163,1.216824765134689
2011-04-08,1.2693858637612792,1.2662149372389104,KODEX200_TR,1.34776948137738,1.2126263503804395
2011-04-11,1.2662797139234243,1.2631165465649037,KODEX200_TR,1.3444715291348353,1.2089752538715683
2011-04-12,1.2476419033001733,1.2445252932019084,KODEX200_TR,1.3246828477930737,1.1999400838225136
2011-04-13,1.2689423722476898,1.2657725535673439,KODEX200_TR,1.3472986045980415,1.1998486970737015
2011-04-14,1.2802583567646508,1.2770602707493237,KODEX200_TR,1.359313342605686,1.2007614712009194
2011-04-15,1.2791483745360093,1.2759530612568442,KODEX200_TR,1.3581348198134109,1.20514220388575
2011-04-18,1.2744894346530156,1.2713057594080075,KODEX200_TR,1.3531881939141233,1.1916337299287414
2011-04-19,1.2656145906025558,1.2624530847224233,KODEX200_TR,1.3437653349516396,1.198479262542649
