,최신 K-올웨더 성장형,한국주식만 계절형,강환국 원본 계절형,강환국 정적,한국주식만 계절형(최소매매),5~10월 미국30년채100%
2003-09-30,67200468.83949082,48598865.55049978,53756941.3017811,50993265.613701135,48316946.65256814,90355385.0831608
2003-10-31,70493239.24164048,50368580.5315365,55429222.268023096,53288558.80798873,50408875.30670421,90191292.59316416
2003-11-30,71674563.02208968,50955365.35674757,56215052.16169765,53809615.367551394,50924684.059145935,91736650.82809639
2003-12-31,74493832.9023169,51856921.38444732,57392718.19216302,54732183.8682693,51722863.51843122,95039345.38420883
2004-01-31,74309333.9873415,52370807.93445625,57971269.81607721,55069492.02860601,52471833.26705378,94745459.94384895
2004-02-29,75524470.7859239,53235494.20815191,58966744.27254492,55820330.81088038,53520776.627104454,96304267.91389994
2004-03-31,75604566.93468183,53601347.32377003,59159326.96694733,56228850.8152675,53341678.11049351,96376686.61769898
2004-04-30,73905363.16640726,52281751.02551399,57748526.50115199,54996553.477578506,52539128.19127531,94163635.98837706
2004-05-31,72525870.39032866,51806157.1915685,57134973.05163347,54190154.63563536,51959570.454809755,93232401.41369227
2004-06-30,72200633.76661704,51945554.45003925,57267809.33395007,54223249.947921075,52160709.77364651,93486671.20139366
2004-07-31,72440003.96826288,52139462.49302643,57676861.33360998,54056555.69999829,52326731.51806882,96067939.8541511
2004-08-31,74057848.21533398,53611905.8093342,59481031.34293857,55800352.31642431,53553843.599906474,98530378.51532626
2004-09-30,75996323.92077982,54643881.72325099,60657257.56078148,57002530.07607931,54551162.14434743,99465907.31503387
2004-10-31,75402842.50843461,54560533.33690869,60608412.96658925,56945199.10849018,54269344.67654801,98409424.6562867
2004-11-30,74637901.65335631,54800496.54657856,60902030.7242079,56932622.140312985,54154577.36704822,97276644.7553449
2004-12-31,74920697.83157805,54947908.70932495,61140415.36329904,57033204.42431271,54542274.261662215,97489013.97747332
2005-01-31,72940984.15564488,54552097.26513934,60670596.648172244,56270029.39727115,54269685.40796855,94914475.8560769
2005-02-28,72741948.9251489,55465268.84457428,61772819.93825492,56660552.2259852,55023121.84868416,94640832.82166788
2005-03-31,71997521.69082972,54562266.23281051,60742475.42148951,55991048.34613402,54164544.147721544,93694338.3955921
2005-04-30,70791900.56972083,53535950.02489585,59424925.84550705,55253323.20866991,52906819.768778056,92036812.66243838
2005-05-31,72267390.00735024,54725535.383708924,60684236.359723255,56623141.85125158,54487966.495629005,95686119.95974353
2005-06-30,75580533.77263574,56312433.254745275,62405818.127343215,58342115.50899399,55970392.17689956,100627103.67143695
2005-07-31,75826743.85140836,56352094.78950244,62191535.16894618,59031434.9862976,56140501.44131717,96473290.5041259
2005-08-31,76926690.7956229,56289912.139095545,62107104.03508107,58845091.89802022,56026302.61599755,101042739.5983211
2005-09-30,79742805.81792103,58025932.823556945,64003311.8126457,61317538.36063582,57431124.946371704,97710849.22638044
2005-10-31,77199115.93246591,56872058.396798305,62770650.504153445,59854383.45008393,56212136.499049716,95622050.91523358
2005-11-30,79789752.76043461,59083723.45461044,65456224.51434411,61913431.51580319,58247222.68001063,98373282.40664813
2005-12-31,80779476.01610705,60221809.25183165,66589617.87868295,62939214.730149284,59099484.31437851,99441609.72402701
2006-01-31,80901144.96014109,60800084.47678794,67180688.85060725,63230089.1909337,58954715.06702869,99690017.31624763
2006-02-28,82461262.90466058,60885326.7782285,67285090.5196062,63561190.39570014,59201547.78267718,101562717.24155456
2006-03-31,83419715.67794266,61143402.752693474,67681750.72427002,63822380.04447998,59246191.67758657,102849222.97268897
2006-04-30,84664447.34282744,62517630.656405605,69211763.13117452,64744608.49796071,59753537.53395101,104497147.85133746
2006-05-31,84433494.81813452,62021408.0369356,68860789.01977889,63812453.04075866,59286018.97794193,104574261.92146388
2006-06-30,83918842.52148327,61693301.65695312,68488358.40136799,63242928.16118794,59199766.2651861,106164695.35270745
2006-07-31,85152039.7757987,62583914.807514615,69480176.8771911,64176091.90784152,59951944.41521122,109193133.95599936
2006-08-31,87657156.02738321,63908073.99823256,70929987.35244927,65520573.743141435,61410385.12135142,113260835.70477548
2006-09-30,88059241.8790945,63891445.30376453,70878236.04006118,65453386.56733953,61634987.086455375,113616263.30728641
2006-10-31,89861648.61749259,64449909.319187045,71381030.9871952,65978799.01810521,62198294.881452516,114117939.02641611
2006-11-30,92833333.93015134,65864645.07679868,72992178.50905181,67235142.59573267,63236733.73121611,117491135.80361411
2006-12-31,95738227.83669299,66004730.46490067,73200926.8894424,67353745.76802729,63524086.514300995,120067452.61027303
2007-01-31,97351793.54196177,65685207.87633921,73003178.5835844,67288935.1757278,63065454.94265895,122276800.67351289
2007-02-28,97962479.51729766,66675269.63723084,73956922.14307341,68100837.60340145,63883653.16857105,123137543.28980567
2007-03-31,99384038.96148865,67440808.69014691,74793883.3574012,68826302.73125613,64758761.76824986,125345725.94082913
2007-04-30,103220088.17939922,68785185.24980652,76530443.26872253,69803156.93958402,66027628.00880032,131019678.80763
2007-05-31,104839752.73926753,69231856.54853047,76821124.60077786,70802582.20180854,66719623.679673225,127493286.1559704
2007-06-30,102710520.99722254,68100532.04067874,75554244.91775142,69918903.13616845,65641686.183180146,125547897.09181897
2007-07-31,106053986.43652026,68940578.58345005,76718972.32001571,71404960.95709597,66259997.19205269,129208705.50921595
2007-08-31,110470879.61937237,70455124.48200393,78393675.62223023,72583338.42173265,67816037.59280905,134252089.9133643
2007-09-30,114008078.5720807,71685865.95607643,79655806.41285686,74170159.79398632,68460886.1176373,131044183.38388863
2007-10-31,118645550.55489385,72775761.28235127,80836396.18940264,75703066.76120843,69130656.81589538,131905317.3751685
2007-11-30,115814493.10725132,71956141.99436061,79636406.85878357,75063631.88432342,68344029.94731301,130407805.93929243
2007-12-31,120230791.4850448,72914220.38557535,80686163.19663565,76162175.11285031,68922267.67664997,134237556.34182894
2008-01-31,118370157.87383033,72192808.79542114,79359418.04781619,76069353.48032981,67447322.2625854,132605747.69659045
2008-02-29,120085467.76337811,73647302.18614699,80736461.61312348,77472601.04265161,68501028.3866922,134572752.13769692
2008-03-31,120823277.60132477,74614608.28717571,81785906.27355005,78631311.07309617,69956494.75579776,135552872.20227847
2008-04-30,123739141.29903805,76277641.75692739,83925810.81554921,80183767.54229304,72138475.74486339,138509417.49637634
2008-05-31,124202660.01237428,76957022.81345606,84393736.93134865,80967052.04628028,72696963.71267119,137937589.08079267
2008-06-30,120330098.26659878,75298680.93897425,82942368.92439558,78798070.00079913,70670294.54572368,144117399.5371211
2008-07-31,116700760.3199661,73649265.36723828,81295394.37028041,76938949.96201761,69043877.67173271,138745981.23322237
2008-08-31,120393248.69827503,75451811.59130761,83058560.09025095,78316271.74384752,71555210.26669307,153468245.68770573
2008-09-30,127350965.0959742,79063783.29667549,87448224.07463294,81825745.9197402,74893299.46225166,172508025.519081
2008-10-31,117567789.33991387,76359354.17194158,85534946.13776982,78041626.9076056,73131007.98893933,179290707.0797348
2008-11-30,135424914.86935702,80732134.37309158,90333876.13918598,84591774.00686838,76675146.11338504,203366748.22915983
2008-12-31,129611742.10830745,80796748.38288012,89474747.0674414,83825541.10178603,76188733.38622917,193151438.86562634
2009-01-31,137061487.12007087,84436052.45865038,93128582.62153544,87645876.25720122,79624954.7406305,204388624.00685754
2009-02-28,141689535.11267903,83337589.31429748,91748140.42557895,86903457.6220744,78300848.21115682,212266482.06109267
2009-03-31,137162723.52276158,83447191.10721618,92022152.65831426,86190006.71805637,78656257.87869225,204608681.81329197
2009-04-30,134874073.45820022,84380206.24245666,93454510.42334206,86482805.61214653,79978186.85691985,199789417.7142798
2009-05-31,141385565.53180775,84910042.20999373,93594819.82540704,87365659.63688907,79608056.8896256,188188556.20537642
2009-06-30,142983904.32571173,83875036.75597821,92223031.04712455,86431175.38789526,78869371.20661126,193321007.15815035
2009-07-31,146874491.0093304,85599228.40688846,93856970.32274678,89471642.39850181,80375358.4020381,186602456.3403024
2009-08-31,146510638.68521833,86821999.90757068,94777886.28059739,90866895.97250566,81468257.07509324,194792120.58423522
2009-09-30,146174311.19086927,87121194.08327639,95210210.19005018,91980647.72960155,81398911.77641535,187906092.4242942
2009-10-31,146264132.6184524,86927427.24471277,95128298.93723969,91094235.47468536,80958908.13899322,184080585.12346226
2009-11-30,152828222.54814947,89108661.4361396,97855641.55761899,93582621.55585895,82173744.36973274,191892081.32944956
2009-12-31,152907264.40525055,90256951.60768327,99259649.35370483,94547876.80701657,83889929.58639918,190860016.838512
2010-01-31,149040625.22272503,88005150.0815771,96527688.08182704,92577604.41989699,81737063.59922738,185783592.58749175
2010-02-28,151381719.8295631,88998966.96948665,97791495.45140137,93736517.09840772,82456267.22081783,188755645.0837974
2010-03-31,154048035.80819213,91178295.00796732,100401072.57875712,95524205.54260948,84662106.17387769,192334689.26224142
2010-04-30,154579648.83635205,92249707.06395428,101604719.72258969,96289627.72621301,85346067.85867348,192918040.01517785
2010-05-31,159037840.16101494,95162622.15022779,105333707.5414621,98248900.90319185,88144770.27757779,218603118.2617698
2010-06-30,162465139.25420702,96783700.83428179,107562193.98523656,99893351.53542593,89667522.26286776,236379151.69621772
2010-07-31,160510877.05393767,96651749.17865917,107127199.74537224,100060002.15396276,89822968.66046937,226691352.0219419
2010-08-31,165334311.7236858,98762015.97902733,109971538.46454507,101906439.47905082,91661364.35335647,249038871.44009104
