Date,WealthMultiple,Drawdown
2006-11-30,29.9896054481651,-0.0029037733270068644
2006-12-31,29.778999293355625,-0.015125144695670945
2007-01-31,30.032212680409337,-0.02034484655540214
2007-02-28,30.357562601509574,-0.017024820467626878
2007-03-31,30.25790605218726,-0.0297567775006482
2007-04-30,30.84944446871103,-0.013551063721222278
2007-05-31,30.7867509687063,-0.018821097701276046
2007-06-30,30.476118468511256,-0.03397454238704467
2007-07-31,30.678539973863586,-0.02145051143886334
2007-08-31,31.030829272587887,-0.02582804004241057
2007-09-30,32.198695482669514,-0.0032931040071284556
2007-10-31,33.086872921381705,-0.008266793296633823
2007-11-30,33.059357310918884,-0.02144358518497358
2007-12-31,33.54997123679764,-0.018754671818697943
2008-01-31,34.18319177791507,-0.01950287578652321
2008-02-29,34.42799080825335,-0.017737025686429764
2008-03-31,33.98335486927318,-0.01799421583017624
2008-04-30,33.75633412501342,-0.027048672652406958
2008-05-31,33.73991114588184,-0.02999671852611885
2008-06-30,33.683426086836135,-0.04243641757277217
2008-07-31,33.46873886581606,-0.03524564270504027
2008-08-31,32.98600167915364,-0.058415227070028886
2008-09-30,32.776550675349185,-0.0699170706006692
2008-10-31,30.08453096432425,-0.139426347000573
2008-11-30,31.810305646416328,-0.14441544758451486
2008-12-31,33.82937789625995,-0.09634990857904513
2009-01-31,32.36511312793815,-0.07383286455816385
2009-02-28,31.572403407968906,-0.0876626840982746
2009-03-31,32.19956341982881,-0.10471959880293291
2009-04-30,32.09668530836388,-0.07955173182810871
2009-05-31,33.171396915901056,-0.07352073513083912
2009-06-30,32.726312690182624,-0.06737397462381278
2009-07-31,33.60229887727896,-0.06674207052038217
2009-08-31,34.1038179553318,-0.034668767746778295
2009-09-30,35.1471193076998,-0.01974266263156066
2009-10-31,35.12830616509429,-0.02494436552643542
2009-11-30,37.07967404042507,-0.016449838039807596
2009-12-31,36.004711828258074,-0.04063859816650228
2010-01-31,35.875236155646775,-0.042560227761089586
2010-02-28,36.39798405277797,-0.04978088029714167
2010-03-31,36.7078886088976,-0.028071866095937148
2010-04-30,37.684729402382004,-0.017004506987937207
2010-05-31,37.701180699648724,-0.01772482867190439
2010-06-30,38.05392176025604,-0.013951323431767304
2010-07-31,38.008776597041184,-0.020996768818017153
2010-08-31,39.02533164455713,-0.009146806179774036
2010-09-30,39.98903403593853,-0.007499043907132297
2010-10-31,40.24592370952569,-0.01817866296974513
2010-11-30,40.30082622535956,-0.030717491298993815
2010-12-31,40.83629930767261,-0.02143719070970318
2011-01-31,40.09854490483559,-0.01835953884134378
2011-02-28,41.19783949394611,-0.01552348688884464
2011-03-31,41.36473464580902,-0.011780786339215976
2011-04-30,42.83630233987386,-0.006788069939347885
2011-05-31,42.86815833193389,-0.015388652404467962
2011-06-30,42.16641608155883,-0.020482675892225632
2011-07-31,43.32340703788002,-0.01497098898219551
2011-08-31,45.24083964393938,-0.02286962020610739
2011-09-30,44.68125463540983,-0.03692032736821538
2011-10-31,45.8491684245017,-0.028741304953951108
2011-11-30,46.27582760653637,-0.02699822618417136
2011-12-31,45.49807499559491,-0.033447659020803044
2012-01-31,47.2042820807594,-0.02104381744782713
2012-02-29,47.04931604411979,-0.016509876775769428
2012-03-31,46.805491791249956,-0.030693280527567923
2012-04-30,47.22750768558089,-0.030592105434340544
2012-05-31,46.73955359964068,-0.035033274229191
2012-06-30,47.26999628289918,-0.02177657424718482
2012-07-31,47.97416545171958,-0.013146086878644048
2012-08-31,48.68744474875324,-0.012969479826912877
2012-09-30,49.25929433223369,-0.0046918451400033145
2012-10-31,48.59352345021621,-0.024818432535864132
2012-11-30,48.746381329258796,-0.025634949064613388
2012-12-31,48.263097351577485,-0.02658704613382079
2013-01-31,48.45171124082453,-0.027102498253128382
2013-02-28,48.14816129749013,-0.03398314355460463
2013-03-31,48.683545217376846,-0.02786186100168686
2013-04-30,48.62585218189345,-0.04182578448406227
2013-05-31,47.43570872044816,-0.040983767861582865
2013-06-30,45.766874054100114,-0.08024910646325523
2013-07-31,46.864227943717935,-0.07995943443729858
2013-08-31,46.78656783489466,-0.0644418805396072
2013-09-30,46.81068215189902,-0.061105896944020355
2013-10-31,47.58827519199412,-0.06251758860719647
2013-11-30,47.199778806192604,-0.05439049457075895
2013-12-31,47.051834214913725,-0.057171398419910924
2014-01-31,47.68131187168401,-0.04829564307748346
2014-02-28,49.022002979181536,-0.03948479166822416
2014-03-31,48.810719690007126,-0.01364114977270059
2014-04-30,49.22018475003253,-0.014646351793115464
2014-05-31,49.50489861797086,-0.006719677082913211
2014-06-30,50.48499023292564,-0.00947664239006274
2014-07-31,49.93583543949034,-0.014606232112877593
2014-08-31,51.109671266762206,-0.012847143416721551
2014-09-30,49.87208581310796,-0.02607941349579046
2014-10-31,50.20326635758772,-0.024113055823930973
2014-11-30,50.92669317861101,-0.02257471805133504
2014-12-31,51.506768345914544,-0.009678829797762356
2015-01-31,53.51132964095806,-0.008805420390927021
2015-02-28,52.528767360188404,-0.02751015911253163
2015-03-31,52.181187985182085,-0.04371418831517038
2015-04-30,51.82879988323235,-0.03292814292766311
2015-05-31,51.76152613605949,-0.04208781613339596
2015-06-30,50.7828576803233,-0.052444343781945735
2015-07-31,50.7828832686918,-0.05798207518585452
