,Moat_AntiOverheat_NAV
2007-08-15,77380.117333112
2007-08-16,77154.1856880962
2007-08-17,77989.94667235982
2007-08-20,77923.33840152992
2007-08-21,78352.38760622854
2007-08-22,78800.23162677938
2007-08-23,78711.23955447135
2007-08-24,79482.11673871876
2007-08-27,79057.87926323507
2007-08-28,78239.41587769205
2007-08-29,79386.57036837425
2007-08-30,79244.04249519602
2007-08-31,80022.93009545727
2007-09-04,81091.12898772306
2007-09-05,81158.97718068302
2007-09-06,81994.79540057469
2007-09-07,81579.77254575593
2007-09-10,81474.69097040285
2007-09-11,82303.49496094463
2007-09-12,82617.76605056395
2007-09-13,82709.3492236068
2007-09-14,82972.3225834553
2007-09-17,82709.01599515464
2007-09-18,83513.80947202593
2007-09-19,83805.26191112318
2007-09-20,84233.69823013234
2007-09-21,85164.40277568974
2007-09-24,85214.97289879633
2007-09-25,85403.93168088072
2007-09-26,85479.61955567647
2007-09-27,85462.78524363875
2007-09-28,85686.52402416173
2007-10-01,86134.00122154731
2007-10-02,85562.93187728133
2007-10-03,85293.0289885074
2007-10-04,85261.27232995554
2007-10-05,86241.32392323445
2007-10-08,86660.67333554688
2007-10-09,86790.84110072405
2007-10-10,87066.8353332183
2007-10-11,85713.83049300947
2007-10-12,86223.69245709405
2007-10-15,85997.24411955268
2007-10-16,85666.91247420196
2007-10-17,86260.80730521488
2007-10-18,86131.45867820397
2007-10-19,85329.53887122334
2007-10-22,85470.2332013635
2007-10-23,87836.27312254667
2007-10-24,85423.04767044772
2007-10-25,85769.81646013528
2007-10-26,87431.80270595272
2007-10-29,88225.05850378115
2007-10-30,87824.90693208078
2007-10-31,88877.62786140555
2007-11-01,88426.16041157125
2007-11-02,88364.93301609955
2007-11-05,88159.91380033578
2007-11-06,89655.76330986098
2007-11-07,89324.37756361903
2007-11-08,87851.04991247294
2007-11-09,85986.26821559809
2007-11-12,84530.06416911598
2007-11-13,86062.74097499621
2007-11-14,85759.55286556862
2007-11-15,84929.58789178073
2007-11-16,85226.77203625787
2007-11-19,84693.33268011866
2007-11-20,85761.78003909327
2007-11-21,85193.68479890702
2007-11-23,86226.51499599426
2007-11-26,86175.71841016649
2007-11-27,86382.91725302879
2007-11-28,87561.81007999618
2007-11-29,87077.98982007246
2007-11-30,86970.39158962175
2007-12-03,86825.53884965778
2007-12-04,87731.98957053994
2007-12-05,88379.54025257027
2007-12-06,89189.34996102475
2007-12-07,88823.1634115364
2007-12-10,89294.69909382494
2007-12-11,88338.4893772135
2007-12-12,88864.88473855949
2007-12-13,88815.18556732482
2007-12-14,87561.39780420375
2007-12-17,86390.45440442894
2007-12-18,87525.24148710526
2007-12-19,87680.47645396853
2007-12-20,88458.78021319311
2007-12-21,89553.02292233836
2007-12-24,89663.87627643101
2007-12-26,90186.35830885793
2007-12-27,90820.14627266188
2007-12-28,91089.07534031478
2007-12-31,90524.82061333695
2008-01-02,91215.33281423817
2008-01-03,91619.49760852553
2008-01-04,89802.02894441421
2008-01-07,89905.70096313319
2008-01-08,89538.79459576198
2008-01-09,90511.92261992098
2008-01-10,90611.89412512253
2008-01-11,90040.87973644899
2008-01-14,91491.48399842308
2008-01-15,90958.70357824722
2008-01-16,89394.49152147626
2008-01-17,89033.60020653755
2008-01-18,89216.99939701147
2008-01-22,87418.43478078165
2008-01-23,88814.48824272811
2008-01-24,90649.09114117989
2008-01-25,90380.86866790023
2008-01-28,90478.89598433816
2008-01-29,90544.22553954062
2008-01-30,90117.6220427763
2008-01-31,90816.89296933163
2008-02-01,90923.25969944781
2008-02-04,89644.09780051163
2008-02-05,87710.98890952629
2008-02-06,88212.83248407135
2008-02-07,87911.59145858316
2008-02-08,88468.95952440772
2008-02-11,88754.69879855865
2008-02-12,88683.34321163436
2008-02-13,89057.20790700616
2008-02-14,88703.73308253365
2008-02-15,88700.75443099205
2008-02-19,89118.45307232559
2008-02-20,89173.9491070341
2008-02-21,89499.45537625618
2008-02-22,89461.44315698306
2008-02-25,89523.805459763
2008-02-26,90139.42749558536
2008-02-27,91011.5195380613
2008-02-28,90668.67156270122
2008-02-29,90057.79164623826
2008-03-03,90521.68350403424
2008-03-04,90543.01887368703
2008-03-05,90874.44965027121
2008-03-06,90781.8643606284
2008-03-07,90593.93291235778
2008-03-10,90483.68478692336
2008-03-11,91657.44027227868
2008-03-12,91366.78829911206
2008-03-13,91977.57950878085
2008-03-14,91321.15117794515
2008-03-17,91250.0554991933
2008-03-18,92446.00376400427
2008-03-19,89865.30980829571
2008-03-20,89863.62813062486
2008-03-24,91125.70737990568
2008-03-25,91190.79787541082
2008-03-26,91405.86783783807
2008-03-27,90148.28722296031
2008-03-28,89640.37966539829
2008-03-31,90198.09848104832
2008-04-01,90015.36128433327
2008-04-02,90100.84911469242
2008-04-03,90411.78197448637
2008-04-04,90395.21122398353
2008-04-07,91216.30453979463
2008-04-08,90011.92026090322
2008-04-09,90071.46515610517
2008-04-10,90928.96922523498
2008-04-11,89975.23892996892
2008-04-14,89824.32239666343
2008-04-15,90407.61188463545
2008-04-16,92720.40186927925
2008-04-17,93130.09318802122
2008-04-18,92665.09665346652
2008-04-21,92915.23632911757
2008-04-22,92529.06138971327
2008-04-23,92737.08390020364
2008-04-24,92766.46809759029
2008-04-25,92001.15888138008
2008-04-28,91643.56225648144
2008-04-29,91111.92165177046
2008-04-30,90876.44038205544
2008-05-01,91164.32592647063
2008-05-02,91189.07884886193
2008-05-05,90796.34509190962
2008-05-06,92383.48838246701
2008-05-07,91315.87690224643
2008-05-08,91534.44887623614
2008-05-09,91308.43811159563
2008-05-12,92226.8413442266
2008-05-13,91794.69754553994
2008-05-14,91896.32767597717
2008-05-15,92917.28205334075
2008-05-16,93463.69373701261
2008-05-19,93706.15076164738
2008-05-20,93427.41571124207
2008-05-21,93274.16303992737
2008-05-22,93564.05074188928
2008-05-23,92970.50837805831
2008-05-27,93209.63319886127
2008-05-28,93345.87344215257
2008-05-29,92739.30632189897
2008-05-30,92860.42022768832
2008-06-02,92495.84350358442
2008-06-03,92112.08894006434
2008-06-04,92561.26840778935
2008-06-05,92973.38729018807
2008-06-06,92191.66837118464
2008-06-09,92071.6933804564
2008-06-10,90981.13905101022
2008-06-11,90467.93148661617
2008-06-12,90444.70812000586
2008-06-13,91328.98674479741
2008-06-16,92386.31773420802
2008-06-17,91843.4120157871
2008-06-18,91520.69198891093
2008-06-19,92062.79104291704
2008-06-20,91086.48915274417
2008-06-23,90110.0657590128
2008-06-24,90599.04712770405
2008-06-25,91127.48037850318
2008-06-26,90553.68368728114
2008-06-27,90995.70455026832
2008-06-30,91181.40933886822
2008-07-01,91394.07516135645
2008-07-02,90272.63495748636
2008-07-03,90001.9508605407
2008-07-07,89517.20171990604
2008-07-08,89550.46196434704
2008-07-09,89087.6421959343
2008-07-10,89864.05179397199
2008-07-11,90537.17791016458
2008-07-14,90303.01401069493
2008-07-15,91033.48523390785
2008-07-16,91432.76167706029
2008-07-17,91959.37878826156
2008-07-18,91420.56570923053
2008-07-21,91555.53595118652
2008-07-22,91210.63729100072
2008-07-23,90387.00867327192
2008-07-24,89469.46216931155
2008-07-25,89729.87907164091
2008-07-28,89192.72421456849
2008-07-29,89684.62392912051
2008-07-30,89130.78084179091
2008-07-31,89224.7360550764
2008-08-01,88899.94603523273
2008-08-04,88467.66752093557
2008-08-05,89151.19311047225
2008-08-06,90048.13912777403
2008-08-07,89927.07000160486
2008-08-08,89929.67785831218
2008-08-11,90010.5776227946
2008-08-12,88936.4417106644
2008-08-13,88833.27126338717
2008-08-14,88808.79988675084
2008-08-15,87799.81568276264
2008-08-18,87560.93271888234
2008-08-19,86824.69804715822
2008-08-20,87669.4097283175
2008-08-21,88204.28175800478
2008-08-22,88255.65840804948
2008-08-25,87797.08691788635
2008-08-26,87850.13055343041
2008-08-27,88230.54573818395
2008-08-28,88827.36788489748
2008-08-29,87588.13324643507
2008-09-02,86026.22367222505
2008-09-03,85426.18090682905
2008-09-04,84080.13994083907
2008-09-05,84404.01728367363
2008-09-08,84440.81319046869
2008-09-09,82760.99400007009
2008-09-10,82912.83522681874
2008-09-11,81874.66163808075
2008-09-12,82361.40424399952
2008-09-15,82326.30746450598
2008-09-16,82713.83479713423
2008-09-17,82481.37526171668
2008-09-18,85314.95457714207
2008-09-19,86946.58362710643
2008-09-22,86802.34495190141
2008-09-23,86546.2743455643
2008-09-24,86673.34029618163
2008-09-25,87018.11183715571
2008-09-26,87362.88989749264
2008-09-29,84816.3809269718
2008-09-30,86293.01770812337
2008-10-01,85933.41463246224
2008-10-02,84018.46640681862
2008-10-03,82856.37877991852
2008-10-06,83325.04538383574
2008-10-07,81603.18521502112
2008-10-08,82745.25762664071
2008-10-09,80718.67594845823
2008-10-10,81998.97503437879
2008-10-13,82563.6158124285
2008-10-14,80947.83605351768
2008-10-15,79594.10733096217
2008-10-16,79193.71630465699
2008-10-17,78678.0581082544
2008-10-20,80414.7358530162
2008-10-21,78209.6833912805
2008-10-22,75716.56087752202
2008-10-23,75326.2263498323
2008-10-24,74328.55453372908
2008-10-27,74433.06823670368
2008-10-28,77406.22270130234
2008-10-29,77876.77354756097
2008-10-30,78615.22274681833
2008-10-31,78245.40978407425
2008-11-03,78132.88757672123
2008-11-04,79660.14882240327
2008-11-05,78171.50223225367
2008-11-06,76604.66715322238
2008-11-07,77087.82917481412
2008-11-10,77452.83110258321
2008-11-11,76203.36330072039
2008-11-12,74757.65699872568
2008-11-13,75934.3952604974
2008-11-14,75573.4239009588
2008-11-17,74327.71843044895
2008-11-18,74615.19416801106
2008-11-19,73863.12006017503
2008-11-20,72180.3700015426
2008-11-21,75327.42473589974
2008-11-24,77811.81608677265
2008-11-25,77211.34610149349
2008-11-26,77931.82831583463
2008-11-28,77758.59496137952
2008-12-01,74840.69237612904
2008-12-02,75077.199474453
2008-12-03,75237.45341030526
2008-12-04,74750.52122193336
2008-12-05,74858.88199136405
2008-12-08,76350.42360847235
2008-12-09,76505.87091820971
2008-12-10,78566.23177407519
2008-12-11,78451.65695305412
2008-12-12,79153.55609183296
2008-12-15,78933.88604948363
2008-12-16,80852.87688575922
2008-12-17,81323.22436806951
2008-12-18,80300.70679598243
2008-12-19,80118.37517146858
2008-12-22,80129.09628652886
2008-12-23,79934.05669844335
2008-12-24,79895.19299367764
2008-12-26,80013.79533828072
2008-12-29,81093.91764039145
2008-12-30,81602.0861799556
2008-12-31,81589.39474397217
2009-01-02,82603.35750596547
2009-01-05,82374.0761518112
2009-01-06,82957.09424733586
2009-01-07,81252.83369985745
2009-01-08,81642.86233903126
2009-01-09,80003.04434295624
2009-01-12,78758.44242256181
2009-01-13,79025.40756378917
2009-01-14,77553.90881114687
2009-01-15,77924.99040411144
2009-01-16,79282.00155478674
2009-01-20,77815.50475736267
2009-01-21,79199.34745226243
2009-01-22,78250.93204473579
2009-01-23,79608.40575344795
2009-01-26,81004.38155918411
2009-01-27,81641.67760602302
2009-01-28,82928.34661439306
2009-01-29,81458.47058151821
2009-01-30,81536.62706931423
2009-02-02,82326.63411965159
2009-02-03,82537.16843891781
2009-02-04,82815.84618786894
2009-02-05,84444.55657187793
2009-02-06,85855.4922914863
2009-02-09,85452.96319801889
2009-02-10,84156.40258601123
2009-02-11,83920.35964413796
2009-02-12,84379.67095863458
2009-02-13,84179.6542386061
2009-02-17,83259.66598191463
2009-02-18,83531.30677968854
2009-02-19,82860.85455988532
2009-02-20,83326.11916561471
2009-02-23,81813.17529150765
2009-02-24,83066.14249092962
2009-02-25,82886.61591437995
2009-02-26,81544.12080589894
2009-02-27,81781.24734210955
2009-03-02,79888.4782509083
2009-03-03,79514.50174108116
2009-03-04,80435.54005034427
2009-03-05,79257.79911541926
2009-03-06,80094.24268763533
2009-03-09,79018.31800413335
2009-03-10,80722.9911244405
2009-03-11,81693.0908573462
2009-03-12,83057.18802795766
2009-03-13,83108.68104710277
2009-03-16,82163.58034957253
2009-03-17,83454.84140173861
2009-03-18,83371.39389517976
2009-03-19,85024.32019366558
2009-03-20,84000.9918297645
2009-03-23,85991.36522231759
2009-03-24,84269.97986998413
2009-03-25,84620.26487502876
2009-03-26,86445.65567712326
2009-03-27,85167.55863527572
2009-03-30,84204.95450370885
2009-03-31,84650.57695353305
2009-04-01,85773.93995459386
2009-04-02,85960.24893909124
2009-04-03,87101.26356136978
2009-04-06,86123.75749646926
2009-04-07,85329.52890996958
2009-04-08,86200.73672582975
2009-04-09,87624.54545377972
2009-04-13,87486.5317812593
2009-04-14,87490.46886267072
2009-04-15,87336.31555869158
2009-04-16,88143.96564843075
2009-04-17,88092.47054051067
2009-04-20,86342.69290835166
2009-04-21,86988.66453671061
2009-04-22,87447.23163044298
2009-04-23,87842.46818308068
2009-04-24,89185.51212860673
2009-04-27,88211.42544358346
2009-04-28,87444.16517418316
2009-04-29,88003.28139632728
2009-04-30,88930.93422647606
2009-05-01,89093.67786002513
2009-05-04,90317.46732399717
2009-05-05,90137.90658687658
2009-05-06,89752.19463894349
2009-05-07,88070.22706363555
2009-05-08,86788.37647574343
2009-05-11,86842.51365176556
2009-05-12,86513.3700390145
2009-05-13,85556.82407225488
2009-05-14,86080.193020452
2009-05-15,86557.54307957963
2009-05-18,87528.98348750798
2009-05-19,87954.00730394281
2009-05-20,88604.32225458878
2009-05-21,88049.22449645537
2009-05-22,88693.12505036434
2009-05-26,89595.41082712241
2009-05-27,89581.39211412401
2009-05-28,90193.99935038474
2009-05-29,91203.8398922948
2009-06-01,92840.26752929011
2009-06-02,92715.83566054417
2009-06-03,92161.21685718966
2009-06-04,92734.55798121786
2009-06-05,92329.36478286669
2009-06-08,91552.92326920656
2009-06-09,92589.3190003883
2009-06-10,93199.64625173777
2009-06-11,92838.58846138499
2009-06-12,92613.30755157227
2009-06-15,91904.73372922187
2009-06-16,91593.06328820795
2009-06-17,91800.1119981474
2009-06-18,91634.27277916337
2009-06-19,92150.46460491628
2009-06-22,90179.82882893976
2009-06-23,90133.76892072405
2009-06-24,91236.23495457959
2009-06-25,92393.59019690333
2009-06-26,92873.2392159329
2009-06-29,92919.77574549888
2009-06-30,92597.18309742572
2009-07-01,93081.14367626543
2009-07-02,91778.05952174377
2009-07-06,91157.68435078424
2009-07-07,89941.13765098582
2009-07-08,89819.51318535546
2009-07-09,90216.9179737677
2009-07-10,90174.67171922953
2009-07-13,91107.41324040227
2009-07-14,91741.89280091604
2009-07-15,93937.91727385235
2009-07-16,94671.75332921623
2009-07-17,94856.51501023569
2009-07-20,95629.43027179512
2009-07-21,95246.78093424429
2009-07-22,95744.52562442928
2009-07-23,97107.44260694718
2009-07-24,96470.78014174046
2009-07-27,96281.16011816863
2009-07-28,96131.83290880345
2009-07-29,95672.83610713152
2009-07-30,96360.34728211546
2009-07-31,96742.62778509446
2009-08-03,98201.22279209924
2009-08-04,98303.89290619273
2009-08-05,97849.01862363539
2009-08-06,97412.58989475651
2009-08-07,98195.10608889247
2009-08-10,97313.01100547284
2009-08-11,96642.87629346664
2009-08-12,97795.52327895956
2009-08-13,98548.81672579767
2009-08-14,97922.84979862969
2009-08-17,95971.76490605224
2009-08-18,96907.74676416817
2009-08-19,97213.51298836229
2009-08-20,98149.83040960185
2009-08-21,99479.80598331577
2009-08-24,99225.39927073101
2009-08-25,99471.05429318473
2009-08-26,99436.91691274772
2009-08-27,99871.32850718044
2009-08-28,100916.7664872493
2009-08-31,100395.80815104922
2009-09-01,99108.7687699085
2009-09-02,99307.87158644419
2009-09-03,100708.15540500918
2009-09-04,102044.47676957026
2009-09-08,103075.8659010627
2009-09-09,104007.26297343988
2009-09-10,104683.9135768933
2009-09-11,104835.37271368176
2009-09-14,104505.23304645892
2009-09-15,105110.93501967033
2009-09-16,105672.66759909422
2009-09-17,104630.90212668103
2009-09-18,104538.26220103411
2009-09-21,104288.93340640825
2009-09-22,105249.58046212373
2009-09-23,104723.38133380035
2009-09-24,104419.26942799782
2009-09-25,103292.17084502001
2009-09-28,104109.7774769013
2009-09-29,103540.23580889903
2009-09-30,104312.35647096027
2009-10-01,102401.73538639596
2009-10-02,102195.55799020368
2009-10-05,102431.45285999142
2009-10-06,104547.04532700243
2009-10-07,104724.73176481442
2009-10-08,105218.82662632856
2009-10-09,105918.44331627656
2009-10-12,106694.71604050315
2009-10-13,106822.2694790985
2009-10-14,106859.22841616295
2009-10-15,106121.4932428173
2009-10-16,105728.21453197107
2009-10-19,106374.24407978538
2009-10-20,106572.73639636647
2009-10-21,106380.73503573972
2009-10-22,106890.08124173948
2009-10-23,107056.76666182242
2009-10-26,106612.32662979087
2009-10-27,105021.08222709707
2009-10-28,103237.44281006137
2009-10-29,104923.49557262115
2009-10-30,103311.36244164524
2009-11-02,104147.97330469027
2009-11-03,104154.83458320603
2009-11-04,105448.62551480606
2009-11-05,106498.49607725511
2009-11-06,107567.50252703633
2009-11-09,109015.27088724292
2009-11-10,108348.41795481998
2009-11-11,109628.70217965142
2009-11-12,109518.74965679769
2009-11-13,109989.76489259314
2009-11-16,111411.67046425032
2009-11-17,112075.80262746822
2009-11-18,112230.88170485866
2009-11-19,110376.53045516029
2009-11-20,110214.60987426428
2009-11-23,111892.0613533365
2009-11-24,111783.9752988047
2009-11-25,112633.34277427441
2009-11-27,111329.63840429272
2009-11-30,112024.01152456952
2009-12-01,113618.56830556062
2009-12-02,114754.14176941186
2009-12-03,114782.85384989636
2009-12-04,114769.98934344968
2009-12-07,114962.48803408159
2009-12-08,114064.84238135007
2009-12-09,114371.17255000756
2009-12-10,113826.39890104363
2009-12-11,113673.68055812336
2009-12-14,114806.22480649863
2009-12-15,114509.21189375568
2009-12-16,116502.92218892323
2009-12-17,115221.94284169804
2009-12-18,115431.67798632076
2009-12-21,116370.45292754094
2009-12-22,116744.57929394486
2009-12-23,117228.77725465805
2009-12-24,117458.89013155142
2009-12-28,117238.47701869384
2009-12-29,118037.4715574185
2009-12-30,118105.69022320339
2009-12-31,117678.95169114253
2010-01-04,119075.31254075811
2010-01-05,119243.07185795224
2010-01-06,119248.6910297166
2010-01-07,118466.2326529248
2010-01-08,118594.829018511
2010-01-11,119056.71033536503
2010-01-12,118112.87643144347
2010-01-13,118013.67291873803
2010-01-14,118588.64483481795
2010-01-15,117563.20633910685
2010-01-19,118434.5174925817
2010-01-20,117492.99969007932
2010-01-21,116361.65844697028
2010-01-22,113964.72726962167
2010-01-25,114646.14419555845
2010-01-26,114084.17799011571
2010-01-27,114460.90068592143
2010-01-28,113563.56623681677
2010-01-29,112349.45276851268
2010-02-01,113447.48281461827
2010-02-02,114492.56027509192
2010-02-03,114881.62927001307
2010-02-04,112229.35175095966
2010-02-05,111788.36208920616
2010-02-08,111689.98878413218
2010-02-09,112125.87003911965
2010-02-10,112172.95363854115
2010-02-11,113231.69687902255
2010-02-12,113333.694197556
2010-02-16,115209.57083929078
2010-02-17,115822.13897932383
2010-02-18,115388.16337916031
2010-02-19,114948.61728406136
2010-02-22,115247.14198472678
2010-02-23,114259.55579968795
2010-02-24,114575.5762439025
2010-02-25,114172.78937899761
2010-02-26,114403.51267087663
2010-03-01,115389.80744445242
2010-03-02,115488.36986958011
2010-03-03,115540.82940472101
2010-03-04,115697.42066121349
2010-03-05,116385.05109843006
2010-03-08,115928.11710344884
2010-03-09,116188.16867119251
2010-03-10,116518.83861383799
2010-03-11,116111.15899966596
2010-03-12,116038.39441807763
2010-03-15,115839.95869027018
2010-03-16,117031.06422558191
2010-03-17,117513.65201474405
2010-03-18,117000.2698653765
2010-03-19,115959.70829658482
2010-03-22,116151.77749478079
2010-03-23,116926.37623559182
2010-03-24,116060.06046490425
2010-03-25,116530.21513682214
2010-03-26,116276.80179405952
2010-03-29,116869.68925734313
2010-03-30,116964.44570429607
2010-03-31,116921.62308695717
2010-04-01,117003.51834615119
2010-04-05,117405.4019213837
2010-04-06,117665.48704472755
2010-04-07,118101.69647861997
2010-04-08,118058.06946523314
2010-04-09,118578.80803173454
2010-04-12,118997.1403483654
2010-04-13,119099.36560069936
2010-04-14,120170.24282417285
2010-04-15,120087.36042012225
2010-04-16,118894.66546809781
2010-04-19,118606.05452998218
2010-04-20,119081.75122022632
2010-04-21,118736.85819099672
2010-04-22,118620.27712546453
2010-04-23,118594.42327570118
2010-04-26,119259.74452214115
2010-04-27,118060.70828738426
2010-04-28,118309.13452054813
2010-04-29,118957.40246447324
2010-04-30,118555.3116823122
2010-05-03,118709.31941152642
2010-05-04,117015.28721278344
2010-05-05,115961.05316884602
2010-05-06,115385.86627173316
2010-05-07,115358.14161765022
2010-05-10,116736.98464225809
2010-05-11,117209.18420953602
2010-05-12,118342.84038368743
2010-05-13,118093.75329211287
2010-05-14,116241.8410945944
2010-05-17,116333.17105451504
2010-05-18,114965.78166768026
2010-05-19,114239.27195484299
2010-05-20,112912.4578910381
2010-05-21,112664.60416831695
2010-05-24,112298.79161840463
2010-05-25,112722.83325768073
2010-05-26,112535.41812880161
2010-05-27,114135.6104282171
2010-05-28,113566.02301365972
2010-06-01,113810.81698376925
2010-06-02,114164.49810615391
2010-06-03,114228.49682918182
2010-06-04,112420.72044677928
2010-06-07,111804.67169471503
2010-06-08,112627.37601251183
2010-06-09,111876.78184269297
2010-06-10,112286.15110864685
2010-06-11,113035.59405186863
2010-06-14,112983.56516220322
2010-06-15,114480.64789724228
2010-06-16,114617.30369736464
2010-06-17,115187.57668858783
2010-06-18,115586.73752202817
2010-06-21,115273.88000433984
2010-06-22,113951.18924794396
2010-06-23,113514.50908603836
2010-06-24,112894.08098223587
2010-06-25,113551.7200859391
2010-06-28,113622.063954062
2010-06-29,111417.33566224696
2010-06-30,111238.80038590872
2010-07-01,111162.31502259347
2010-07-02,110323.79334082987
2010-07-06,110948.16954285059
2010-07-07,111937.66472921886
2010-07-08,111942.11261738489
2010-07-09,112536.3334613966
2010-07-12,112715.64776330424
2010-07-13,113646.11588503173
2010-07-14,113672.47452175214
2010-07-15,113478.98932625832
2010-07-16,111691.43862612714
2010-07-19,112206.11669390641
2010-07-20,112877.10106547968
2010-07-21,112393.37659252482
2010-07-22,113701.22538641648
2010-07-23,113465.0918432938
2010-07-26,113663.80599766642
2010-07-27,112961.5052928644
2010-07-28,112199.00200991129
2010-07-29,111179.52936120429
2010-07-30,111224.65147335551
2010-08-02,112527.76617243998
2010-08-03,112204.56434359575
2010-08-04,112788.90471172372
2010-08-05,112299.2242169294
2010-08-06,112796.51600758059
2010-08-09,112658.285053234
2010-08-10,111849.58113128567
2010-08-11,111430.81803385245
2010-08-12,111273.78959584564
2010-08-13,111345.18603218773
2010-08-16,111629.02977718678
2010-08-17,112196.65470708547
2010-08-18,111917.68437187938
2010-08-19,112440.13638302244
2010-08-20,112150.58048540169
2010-08-23,112077.59468290786
2010-08-24,111423.03414603841
2010-08-25,111998.38269670827
2010-08-26,111670.90307031274
2010-08-27,112219.20081657654
2010-08-30,111312.82053016721
2010-08-31,111288.97898539713
2010-09-01,112088.31670064479
2010-09-02,112091.00028226589
2010-09-03,112721.43156885382
2010-09-07,113523.28051704037
2010-09-08,113632.2281366518
2010-09-09,113654.2385227789
2010-09-10,113565.06122576166
2010-09-13,114775.91798530731
2010-09-14,115578.9689629883
2010-09-15,115794.49631538404
2010-09-16,115961.40157780402
2010-09-17,116921.58722870867
2010-09-20,117451.8426741093
2010-09-21,117074.35128617009
2010-09-22,117592.64862690931
2010-09-23,117393.37113684208
2010-09-24,118409.68582780073
2010-09-27,118121.20203662338
2010-09-28,118318.56084885926
2010-09-29,118815.96828505008
2010-09-30,118362.09863551887
2010-10-01,118708.19637095524
2010-10-04,118183.5255348299
2010-10-05,119357.5165110036
2010-10-06,119567.23268009843
2010-10-07,119538.63782281804
2010-10-08,119782.02631608739
2010-10-11,119982.4732958525
2010-10-12,120088.69860984862
2010-10-13,121522.13214354344
2010-10-14,121415.08655667327
2010-10-15,121679.71315491054
2010-10-18,121942.74973980189
2010-10-19,120560.69158816556
2010-10-20,120546.46608087412
2010-10-21,120777.37582599428
2010-10-22,120837.43028250181
2010-10-25,121326.1954378416
2010-10-26,121156.70355830021
2010-10-27,121231.80813331755
2010-10-28,122052.35089431313
2010-10-29,122779.02098627063
2010-11-01,123006.0847209088
2010-11-02,123366.698312244
2010-11-03,123046.84673575102
2010-11-04,124720.17695733457
2010-11-05,125011.6048972838
2010-11-08,124509.87036955655
2010-11-09,125561.01409032462
2010-11-10,124776.9301380345
2010-11-11,124583.61271978205
2010-11-12,124392.22644774243
2010-11-15,123674.63757114085
2010-11-16,122100.2141777852
2010-11-17,121966.80531926369
2010-11-18,123091.81841883268
2010-11-19,123029.01885488855
2010-11-22,123503.20572758172
2010-11-23,122890.24468566179
2010-11-24,123588.13266078927
2010-11-26,122753.67396379822
2010-11-29,122602.51852238747
2010-11-30,123190.1153133943
2010-12-01,124625.12999167579
2010-12-02,125861.60208734531
2010-12-03,127445.80988712727
2010-12-06,127444.49668828216
2010-12-07,128000.18306856249
2010-12-08,127299.80971667334
2010-12-09,127407.23064076334
2010-12-10,127440.2062129747
2010-12-13,127954.5477731351
2010-12-14,128023.82075023468
2010-12-15,127942.1070358894
2010-12-16,127299.53950427458
2010-12-17,128465.18473984905
2010-12-20,128470.64286602709
2010-12-21,129137.32932269495
2010-12-22,129269.60461601279
2010-12-23,128678.57403070174
2010-12-27,128784.63239424137
2010-12-28,128603.5611747646
2010-12-29,129872.00502476019
2010-12-30,129629.95650422425
2010-12-31,130073.64062118139
2011-01-03,130569.8060653229
2011-01-04,130099.5526600197
2011-01-05,130355.18277868851
2011-01-06,133316.11170804888
2011-01-07,133888.438214699
2011-01-10,134481.04978399252
2011-01-11,134572.32404917592
2011-01-12,137531.16579499524
2011-01-13,137323.92567947024
2011-01-14,137619.69150530943
2011-01-18,137603.04605153453
2011-01-19,136873.27255783556
2011-01-20,135707.7908185536
2011-01-21,135012.50148000385
2011-01-24,137409.18004155566
2011-01-25,136237.48484867546
2011-01-26,136920.63887925557
2011-01-27,137165.05464381265
2011-01-28,135075.80734390448
2011-01-31,135366.87710916574
2011-02-01,136443.66559629806
2011-02-02,137645.47924141417
2011-02-03,136844.1048454552
2011-02-04,138410.7528453297
2011-02-07,137632.75722745148
2011-02-08,137353.14325721844
2011-02-09,136388.89227396014
2011-02-10,135193.7641263415
2011-02-11,136191.1570456946
2011-02-14,135939.94282126476
2011-02-15,135483.2415141949
2011-02-16,136228.8912633596
2011-02-17,138641.63784812347
2011-02-18,138489.9675494028
2011-02-22,135916.03473894135
2011-02-23,135127.36842864758
2011-02-24,135500.44729480756
2011-02-25,135737.05010267344
2011-02-28,135681.38573010024
2011-03-01,134535.36778120146
2011-03-02,134197.98723991076
2011-03-03,134204.6611052894
2011-03-04,134112.34740106598
2011-03-07,133646.6951099899
2011-03-08,132832.74531138543
2011-03-09,132782.1127681917
2011-03-10,130382.27483133595
2011-03-11,130593.77951601417
2011-03-14,130825.09173486133
2011-03-15,129363.94639897271
2011-03-16,128249.91757227098
2011-03-17,128845.18385524813
2011-03-18,129248.16039534564
2011-03-21,130477.80371673362
2011-03-22,129934.01443266349
2011-03-23,131052.88558640907
2011-03-24,132911.82329011237
2011-03-25,131824.99692275823
2011-03-28,131599.44851015043
2011-03-29,131550.80303764582
2011-03-30,131290.18918078335
2011-03-31,131750.40780446207
2011-04-01,131132.9071247504
2011-04-04,130997.10452813763
2011-04-05,130962.90968324551
2011-04-06,132249.44368874622
2011-04-07,132819.35507560262
2011-04-08,132470.77415752923
2011-04-11,132034.76056150766
2011-04-12,130992.33354906701
2011-04-13,131658.28250786176
2011-04-14,132508.73512802657
2011-04-15,131820.33112740633
2011-04-18,131272.5560295647
2011-04-19,131073.6959150563
2011-04-20,132705.5939295801
2011-04-21,132735.81280995367
2011-04-25,132726.20251375964
2011-04-26,133680.0703675669
