Date,gross,min,base,conservative
2019-04-26,0.9699480959618209,0.9617499046071044,0.9495563305481489,0.9295079465760284
2019-04-29,0.9786971045928432,0.9704249649029325,0.9581214038404158,0.9378921818573333
2019-04-30,0.9796739603402376,0.9713935640741488,0.9590777225989477,0.9388283094538941
2019-05-02,0.9843575206092365,0.9743740275720112,0.9595567688981312,0.9352778853471418
2019-05-03,0.982270682665545,0.9723083546335585,0.9575225085480672,0.9332950962302059
2019-05-07,0.9762430825892092,0.9663418873287345,0.9516467730227479,0.9275680296562395
2019-05-08,0.9669385923193551,0.9571317645136711,0.9425767080995282,0.9187274571999675
2019-05-09,0.9480381553121627,0.9384230184087284,0.9241524649910289,0.9007693877118784
2019-05-10,0.9441457275021794,0.9345700681514892,0.920358106361854,0.8970710346493301
2019-05-13,0.9433713362312447,0.933803530866225,0.9196032257719835,0.8963352541883216
2019-05-14,0.9454484914927389,0.935859619325611,0.9216280473936901,0.8983088433973577
2019-05-15,0.9782310745061967,0.9683097167508502,0.9535846777580917,0.9294569011661117
2019-05-16,0.9588776586147993,0.9491525859375397,0.9347188685057813,0.9110684381227786
