,60/40 비용전,60/40 비용후(5bp),S&P500 100%
1965-01-31,1.2617834731460733,1.2616461173758982,1.347875515775379
1965-02-28,1.263643784144196,1.2635062258634833,1.3491241568373153
1965-03-31,1.2562821031162763,1.2561453462166157,1.3328060250509774
1965-04-30,1.2855989171106714,1.2854589688286138,1.381752359208622
1965-05-31,1.2831497137349945,1.2830100320693758,1.3743998254968952
1965-06-30,1.2492407235408205,1.2491047331546992,1.3109415455563447
1965-07-31,1.2609938992129623,1.2608566293945684,1.3319628388345086
1965-08-31,1.2806987597703645,1.280559344911751,1.365402928641037
1965-09-30,1.3064907330129096,1.3063485104805366,1.4125767249378798
1965-10-31,1.32921227983417,1.3290675838698416,1.454711150875728
1965-11-30,1.31898736221794,1.318843779322109,1.445503160301494
1965-12-31,1.3238735122301124,1.3237293974356534,1.462018382693583
1966-01-31,1.3273748574595527,1.3271923756654989,1.4727479222157422
1966-02-28,1.3196414246226629,1.3194600059877384,1.450073247919984
1966-03-31,1.3092487123840666,1.3090687224945818,1.4221220420941774
1966-04-30,1.3282630613073754,1.328080457406871,1.4550023381609813
1966-05-31,1.2875124775572493,1.2873354758719666,1.37997438578527
1966-06-30,1.273479426777178,1.2733043542954416,1.3614823429954588
1966-07-31,1.2568465319815492,1.2566737461187478,1.346982260213666
1966-08-31,1.2022826027151101,1.202117318066941,1.2461062842800843
1966-09-30,1.2121362280930215,1.2119695888107584,1.2412710753133476
1966-10-31,1.2466239516756428,1.2464525711692738,1.3041821988870168
1966-11-30,1.261767669732769,1.2615942073330872,1.3121458820688334
1966-12-31,1.2780098800140784,1.2778341847050907,1.3140895795694536
1967-01-31,1.3404408632075628,1.3402011584203328,1.4207478922723362
1967-02-28,1.348960116843985,1.3487188885983645,1.427487160102545
1967-03-31,1.3901381355076121,1.3898895435889842,1.487719697677206
1967-04-30,1.4224643353595154,1.42220996269735,1.5545462190807358
1967-05-31,1.3726067500388606,1.3723612931761227,1.477020092439581
1967-06-30,1.3847528136751492,1.3845051847885048,1.5068931751261603
1967-07-31,1.42969672553282,1.4294410595360538,1.5792490372829364
1967-08-31,1.4179773094343306,1.4177237391660813,1.5647945648559323
1967-09-30,1.4496490173829955,1.4493897834109428,1.6201628428156876
1967-10-31,1.4145978494451519,1.41434488350997,1.5671123900210187
1967-11-30,1.4275697075435796,1.4273144219115195,1.5829570258550365
1967-12-31,1.458230299495316,1.4579695309726102,1.628649493897044
1968-01-31,1.4290615636012718,1.4287321112991336,1.5613588250272732
1968-02-29,1.400308151034529,1.3999853274726815,1.5167558728265589
1968-03-31,1.4104590995325494,1.4101339357962566,1.535186250169914
1968-04-30,1.4732350098630569,1.472895373924373,1.662953003330372
1968-05-31,1.494761807956924,1.4944172092836947,1.6880023559867643
1968-06-30,1.5183911825615106,1.5180411364309714,1.70765982062485
1968-07-31,1.510558536632916,1.5102102962211073,1.6803982021832031
1968-08-31,1.5264028553085707,1.5260509621869023,1.7039759038024966
1968-09-30,1.5654605764745002,1.5650996790828393,1.7739981363171315
1968-10-31,1.5730727322646594,1.5727100799855163,1.7911664770465805
1968-11-30,1.6132429174862684,1.6128710044724341,1.8814907605612445
1968-12-31,1.5653256124809585,1.5649647462035619,1.807631029146113
1969-01-31,1.562628886605932,1.5622368095792525,1.7973043877118655
1969-02-28,1.5206137043168926,1.5202321692607912,1.716651556570881
1969-03-31,1.5593438675069233,1.5589526147197879,1.7802993619001624
1969-04-30,1.5814472727049849,1.5810504739833902,1.8230778794041536
1969-05-31,1.5736472593862811,1.5732524177551102,1.8236052804568603
1969-06-30,1.5193604298318424,1.518979209233088,1.726852202872848
1969-07-31,1.4694996442748396,1.4691309341759977,1.627553197214982
1969-08-31,1.4920107711070458,1.4916364127728796,1.6974184286241556
1969-09-30,1.4758450611797156,1.4754747589611998,1.6596081826799352
1969-10-31,1.5188597741131655,1.5184786791332368,1.7355804787663165
1969-11-30,1.4786349978397062,1.4782639956020887,1.6811300497052206
1969-12-31,1.4616739032002317,1.4613071566471287,1.6544881131070797
1970-01-31,1.4105314360846315,1.4101607560344491,1.5327038730703195
1970-02-28,1.4887402868003599,1.4883490538862243,1.6182247238250478
1970-03-31,1.4806769128716355,1.4802877989686587,1.6253514925509795
1970-04-30,1.3946890555094589,1.3943225387514069,1.483080073758488
1970-05-31,1.3535593594798812,1.35320365138401,1.3974778401403636
1970-06-30,1.3325441853204874,1.3321939998989873,1.3323960522837914
1970-07-31,1.3954431665397893,1.395076451605428,1.4349143136542144
1970-08-31,1.4447670063729832,1.4443873293996656,1.503590715056791
1970-09-30,1.486311148305398,1.485920553755752,1.559769524476617
1970-10-31,1.5025175865810994,1.5021227330669245,1.5452346399682293
1970-11-30,1.5751231041675942,1.5747091703151765,1.6234347012090162
1970-12-31,1.6308220528879644,1.6303934816523746,1.7204623186971661
1971-01-31,1.6898774152182245,1.6893644163798283,1.7949720409546261
1971-02-28,1.7270348184625026,1.726510539690704,1.8161268531628292
1971-03-31,1.7509721421191666,1.7504405966550514,1.887817671833157
1971-04-30,1.765520045492534,1.7649840836977049,1.9611941138240625
1971-05-31,1.7177313705880386,1.7172099160790597,1.8845690809896523
1971-06-30,1.7000676729088138,1.6995515805973007,1.8718640439236878
1971-07-31,1.6839053891283933,1.683394203227683,1.81758682602348
1971-08-31,1.746861656939712,1.7463313593022771,1.8880953200792565
1971-09-30,1.7513721238721751,1.7508404569849496,1.879849274984491
1971-10-31,1.7192182040589012,1.7186962981894665,1.8061951028303591
1971-11-30,1.7259595154271734,1.7254355630868703,1.8065091441107077
1971-12-31,1.8292111857643452,1.8286558891463627,1.9671101326161762
1972-01-31,1.8502941397912251,1.849710960012166,2.0076862736975625
1972-02-29,1.8762446929263885,1.8756533339948804,2.0634284549642676
1972-03-31,1.878652898606925,1.8780607806518517,2.080580074033803
1972-04-30,1.900821328186526,1.9002222231370296,2.0946673590442946
1972-05-31,1.9289044866457354,1.9282965302845518,2.135829877611337
1972-06-30,1.9049470361124996,1.904346630713299,2.0942137388584
1972-07-31,1.9132276901279814,1.9126246748140243,2.104106442488787
1972-08-31,1.950172073177459,1.9495574136515463,2.181624438207693
1972-09-30,1.9537245169012307,1.953108737708287,2.176060370361033
1972-10-31,1.975373216098106,1.9747506136205057,2.201425293321151
1972-11-30,2.0370430739608647,2.036401034241742,2.306989379089261
1972-12-31,2.052076685458103,2.0514299074122233,2.339467662961669
1973-01-31,2.0303580372830488,2.029644877858736,2.30464916272677
1973-02-28,1.9770990051418194,1.9764045528519156,2.2234831715679326
1973-03-31,1.9884077550255133,1.98770933055858,2.225556995773577
1973-04-30,1.9450335890004826,1.9443503996274125,2.1400542627428742
1973-05-31,1.933877897466838,1.9331986265093404,2.104982338750944
1973-06-30,1.9093481693204901,1.9086775143836554,2.0965250734719345
1973-07-31,1.941963128126841,1.9412810172473502,2.1815789500661698
1973-08-31,1.92855711884118,1.9278797167971211,2.10701397763183
1973-09-30,1.9982940397379707,1.9975921427322123,2.1970041970905085
1973-10-31,1.9972752995030967,1.9965737603279217,2.1997508361636307
1973-11-30,1.8797351112794438,1.8790748578732948,1.954944693400648
1973-12-31,1.8962228123007592,1.895556767620779,1.993075295822323
1974-01-31,1.8935105684159037,1.8927568429154165,1.9788414078711498
1974-02-28,1.882555138966237,1.881805774353238,1.9775095069450288
1974-03-31,1.8349564385551216,1.8342260209471664,1.937364724534713
1974-04-30,1.7863477115460795,1.7856366429915194,1.8676527357096693
1974-05-31,1.7660207982346485,1.7653178209541296,1.81098828709533
1974-06-30,1.7479124562477661,1.7472166871230161,1.7904812075264318
1974-07-31,1.6701640232024464,1.6694992024006612,1.6573227916974573
1974-08-31,1.5985810006327366,1.5979446739679335,1.5139013752910728
1974-09-30,1.5238575922351805,1.5232510097605245,1.3395176930848296
1974-10-31,1.666897871837782,1.6662343511510396,1.5642346378679834
1974-11-30,1.645503903128113,1.6448488984644873,1.4873928764255155
1974-12-31,1.6307378028664377,1.6300886759552236,1.4637968851298333
1975-01-31,1.7667305963164477,1.7658726418149187,1.650015724766102
1975-02-28,1.8408807124465716,1.8399867493843391,1.7553415556264016
1975-03-31,1.8530129066173504,1.8521130519547668,1.8000014915993814
1975-04-30,1.921777899434381,1.920844651318795,1.8917062681511039
1975-05-31,1.9960260249639483,1.9950567206926237,1.981807266105581
1975-06-30,2.049333744493477,2.0483385530846157,2.076368009625206
1975-07-31,1.9525245561660411,1.9515763769496948,1.9426368304190744
1975-08-31,1.929940483569375,1.9290032715637548,1.9084718990957175
1975-09-30,1.906950418729568,1.9060243710914304,1.8491434667703894
1975-10-31,2.004723393174195,2.0037498653125714,1.9699282596016883
1975-11-30,2.042426302373406,2.0414344653362164,2.025404327082572
1975-12-31,2.0515211462941028,2.0505248926456323,2.0089034358750664
1976-01-31,2.2061010262084233,2.204909438821742,2.2534052273877663
1976-02-29,2.2025858479520393,2.201396159228212,2.2345759328126342
1976-03-31,2.2636055739570793,2.262382926481598,2.3100440811172
1976-04-30,2.24101991788819,2.2398094696649515,2.29159984774676
1976-05-31,2.223936305758511,2.2227350849534595,2.265703012561861
1976-06-30,2.301822771516232,2.30057948168121,2.3655163399832713
1976-07-31,2.3114031407176663,2.3101546762115994,2.3536260813864818
1976-08-31,2.3200183838335784,2.3187652659526625,2.348809943501015
1976-09-30,2.3768582763227375,2.375574457355088,2.4093122256030153
1976-10-31,2.3673728571482386,2.3660941615660156,2.3632137034311045
1976-11-30,2.3928089621070088,2.3915165276517807,2.3524642072721877
1976-12-31,2.4552836615197164,2.453957482434065,2.4837390991139516
1977-01-31,2.378449942799121,2.3771181252911653,2.3661252655710237
1977-02-28,2.350339642478438,2.349023565385888,2.3228814656355947
1977-03-31,2.347979131796837,2.3466643764766717,2.2984278007865524
1977-04-30,2.3542894811102304,2.3529711922981282,2.307159431460322
1977-05-31,2.3411348572915713,2.339823934435758,2.2611899404193365
1977-06-30,2.4098922959781386,2.408542872265529,2.3723047437232894
1977-07-31,2.385130097506432,2.3837945394333158,2.342490805256652
1977-08-31,2.3701407580955984,2.3688135933312084,2.3019944824351732
1977-09-30,2.3612909195562066,2.35996871027551,2.3052059548267008
1977-10-31,2.31260234837608,2.311307402352165,2.2142137231724015
1977-11-30,2.353152765161739,2.3518351128558637,2.2831399321365744
1977-12-31,2.3529843386127154,2.3516667806176037,2.2990100370111635
1978-01-31,2.274570687693688,2.273250481515019,2.167083580700432
1978-02-28,2.2514914849064334,2.2501846743572265,2.1230472302859655
1978-03-31,2.2890678835503504,2.2877392629101543,2.1857336668323497
1978-04-30,2.4060822538555375,2.404685715741726,2.382306578265709
1978-05-31,2.416507895571188,2.415105306207053,2.4023852389988343
1978-06-30,2.3930732823276406,2.3916842948802834,2.370247223081267
1978-07-31,2.4962077844801214,2.494758935711367,2.5082546157334296
1978-08-31,2.5459191521934783,2.544441449955733,2.5836237830096094
1978-09-30,2.5390770815327874,2.5376033505692748,2.5753277051637933
1978-10-31,2.3745627750312615,2.3731845314514115,2.3500360883262545
1978-11-30,2.413580454365568,2.4121795641466783,2.3997641694760308
1978-12-31,2.4480238888779393,2.446603007002908,2.4462010941876104
1979-01-31,2.526343850914332,2.5248430988446895,2.554273512817194
1979-02-28,2.478033385577194,2.4765613319093207,2.47196116022168
1979-03-31,2.572850160204137,2.5713217814755613,2.6194195220327097
1979-04-30,2.5896565646013587,2.5881182021778977,2.635076434289495
1979-05-31,2.5825918293418315,2.581057663661446,2.577100365477751
1979-06-30,2.653614959297827,2.652038602959493,2.6882944367111774
1979-07-31,2.6734446226675046,2.671856486694212,2.7235527687539856
1979-08-31,2.7593938611746403,2.7577546678215192,2.8800356184285163
1979-09-30,2.7137467287790544,2.7121346516984834,2.892132365212892
1979-10-31,2.588671172923884,2.587133395863574,2.7059653872249814
1979-11-30,2.701930744234012,2.700325686333848,2.8337147027562084
1979-12-31,2.7354075574327257,2.733782612929764,2.893795861678953
1980-01-31,2.751657732162643,2.7499262929283708,3.0732841550665455
1980-02-29,2.7045045636313727,2.702802794819065,3.07272330405886
1980-03-31,2.6271997965939446,2.625546670643385,2.7730023781520123
1980-04-30,2.81088551625605,2.809116808829612,2.9003183963649946
1980-05-31,2.9615075959985333,2.9596441118942542,3.048789041389049
1980-06-30,3.0059281812094585,3.0040367461201622,3.1445775878128845
1980-07-31,3.05756822702116,3.0556442982098675,3.3628210520498847
1980-08-31,3.0214764567188435,3.019575238111078,3.396325484741663
1980-09-30,3.083486338340637,3.081546100947687,3.495840631221535
1980-10-31,3.0868902763294574,3.0849478970597346,3.5660119967738586
1980-11-30,3.301926931033047,3.2998492431831883,3.945380513066295
1980-12-31,3.26143819588712,3.2593859849647733,3.826146568204909
1981-01-31,3.163764171871005,3.1615667617165695,3.6656906461201686
1981-02-28,3.2007665334716897,3.1985434231194194,3.7290727482360833
1981-03-31,3.2513792759742746,3.24912101225776,3.8783074979910577
1981-04-30,3.181632384425384,3.179422563803678,3.802349326412758
1981-05-31,3.244755405351876,3.2425017422818634,3.811208675847838
1981-06-30,3.2117308429059195,3.209500117231023,3.786848166784452
1981-07-31,3.191126952078622,3.1889105369516875,3.793950917730529
1981-08-31,3.0543453857392118,3.052223973016531,3.573991169265785
1981-09-30,2.9999993273325734,2.997915660969643,3.397411520160047
1981-10-31,3.2328987709676573,3.230653342989573,3.5803649154403985
1981-11-30,3.353761420756957,3.351432046947417,3.7275109893737817
1981-12-31,3.232232310163658,3.2299873450796657,3.63170509288617
1982-01-31,3.252376480650863,3.250035148452773,3.584438058859285
1982-02-28,3.1543218679024565,3.1520511236032047,3.3840042365397633
1982-03-31,3.160512132999907,3.158236932430886,3.3663526791873792
1982-04-30,3.2900669115220174,3.287698446604242,3.5179679419941294
1982-05-31,3.205994128680005,3.2036861863722716,3.3972680116913
1982-06-30,3.1987232832423773,3.1964205750963814,3.3455712157685147
1982-07-31,3.24389162832095,3.241556404228139,3.286009810022851
1982-08-31,3.5476253759802705,3.545071498970963,3.684593954920972
1982-09-30,3.697048133858474,3.6943866898696873,3.7302491706630514
1982-10-31,3.98550471675409,3.982635617627805,4.159943159243643
1982-11-30,4.117396400965168,4.114432355190256,4.327371901837965
1982-12-31,4.1926647995954855,4.189646569341544,4.411167309833918
1983-01-31,4.290566666697803,4.2873143149281505,4.575319395125181
1983-02-28,4.372152031241934,4.368837835821928,4.680325555327478
1983-03-31,4.491404275537599,4.487999684074856,4.853422448202944
1983-04-30,4.724796916709733,4.7212154080636655,5.235662849141356
1983-05-31,4.658188109105443,4.654657091522704,5.189095178360398
1983-06-30,4.733709369928088,4.730121105430115,5.375336797369484
1983-07-31,4.635019585080059,4.631506129790596,5.2310453065633995
1983-08-31,4.709556180082904,4.7059862242783606,5.308972404770661
1983-09-30,4.786636737854497,4.783008353150476,5.381739778351782
1983-10-31,4.754434685158999,4.750830710378235,5.319060159987291
1983-11-30,4.82732429763907,4.8236650707952204,5.430883167087997
1983-12-31,4.840575075542185,4.836905804292943,5.402189307380035
1984-01-31,4.8291306853687885,4.825294226240628,5.371837220857075
1984-02-29,4.704036834578415,4.700299755126849,5.182678180591721
1984-03-31,4.735127754375561,4.731365975024402,5.272377797089144
1984-04-30,4.712191989858911,4.708448431618108,5.3211320426398165
1984-05-31,4.51622670959954,4.51263883420048,5.025421258793809
1984-06-30,4.641391475701278,4.637704164287597,5.133545633114248
1984-07-31,4.679491956191772,4.675774376196499,5.069573092865718
1984-08-31,5.029680706375785,5.025684922100124,5.629260034050917
1984-09-30,5.096122722202006,5.09207415366874,5.630442537640079
1984-10-31,5.192852405496682,5.188726990942751,5.651091681537391
1984-11-30,5.219186111444655,5.215039776316577,5.586899403260928
1984-12-31,5.356153145285587,5.3518979979381935,5.733334489354731
1985-01-31,5.6130110779450035,5.608414368807917,6.17972517268195
1985-02-28,5.608116409870886,5.603523709164419,6.2548847163264165
1985-03-31,5.688513469697169,5.68385492876798,6.258970322390687
1985-04-30,5.77484550140219,5.770116259875149,6.252406961086518
1985-05-31,6.080679903432321,6.0757002024334,6.612704515160366
1985-06-30,6.1566331726531764,6.151591270621373,6.715444872136351
1985-07-31,6.163766123641182,6.1587183801634025,6.705565785013369
1985-08-31,6.153509780556554,6.148470436389824,6.647984830706808
1985-09-30,6.073497407917843,6.068523588938803,6.440165449779147
1985-10-31,6.318803000362047,6.313628291264939,6.737096599735501
1985-11-30,6.685876948993446,6.68040162902096,7.198729223868391
1985-12-31,6.908458245292193,6.90280064499561,7.546553291064908
1986-01-31,6.98914997354572,6.983340393565202,7.588045999593942
1986-02-28,7.441395824365554,7.43521032478807,8.154336787593616
1986-03-31,7.808571232898347,7.802080526691899,8.608852633684215
1986-04-30,7.700555775701686,7.694154855011373,8.51121715097304
1986-05-31,7.971376836090857,7.964750801242644,8.963042337565126
1986-06-30,8.144483226527038,8.137713300730113,9.11396606056865
1986-07-31,7.9280608454869785,7.92147081612052,8.60378922552542
1986-08-31,8.289318773999476,8.28242845678153,9.241174358436178
1986-09-30,7.877532723323206,7.870984694367112,8.476679270065267
1986-10-31,8.183763419385162,8.176960842776209,8.965785367225168
1986-11-30,8.355434096232512,8.348488822080764,9.183650366153634
1986-12-31,8.233392071801504,8.226548242446992,8.949286976101108
1987-01-31,8.910508026407179,8.903074882896505,10.154066962572138
1987-02-28,9.13735395964829,9.129731581318277,10.554678376872529
1987-03-31,9.2070040487048,9.199323568288358,10.859025968651732
1987-04-30,9.058055096602605,9.050498869363816,10.760746506937542
1987-05-31,9.130038667803817,9.122422391888392,10.851987489915915
1987-06-30,9.463237059811185,9.45534282988259,11.398514438063065
1987-07-31,9.7810581631546,9.772898806943093,11.974960291282002
1987-08-31,9.937072347590453,9.928782844386298,12.420564455722293
1987-09-30,9.773711814164729,9.765558586275667,12.147585650819556
1987-10-31,8.492520147823733,8.485435689694189,9.531298387442327
1987-11-30,8.057627595220325,8.05090592434664,8.745446420646628
1987-12-31,8.495009470511246,8.487922935789355,9.410531932936102
1988-01-31,8.836368460818408,8.828895687529549,9.819131426794318
1988-02-29,9.07835073574605,9.07067332197751,10.277157075478891
1988-03-31,8.888762325017519,8.88124524308868,9.95947527874879
1988-04-30,8.886976689399972,8.879461117554177,10.069691744837726
1988-05-31,8.934411839628165,8.926856152646256,10.156644040482547
1988-06-30,9.210455657421619,9.202666524666444,10.622678131648842
1988-07-31,9.154580273060787,9.146838393210654,10.582633591539869
1988-08-31,9.042100410539271,9.034453653081998,10.223383776821256
1988-09-30,9.338428660736058,9.330531303290497,10.658907575923848
1988-10-31,9.483301186370582,9.47528131258308,10.955613328640968
1988-11-30,9.353651631253229,9.345741399988746,10.799633170231754
1988-12-31,9.494685600518183,9.48665609911654,10.988030004776924
1989-01-31,9.899202793827747,9.89056596456917,11.792339030493585
1989-02-28,9.72939034915034,9.720901677386985,11.498684888903565
1989-03-31,9.907626655871484,9.89898247698489,11.766787897479418
1989-04-30,10.392133238721279,10.383066338862314,12.377742093440654
1989-05-31,10.792848461485217,10.783431946709536,12.878480987168587
1989-06-30,10.878768312058519,10.869276834167646,12.805639192414958
1989-07-31,11.447387712731636,11.437400127348162,13.961953075069925
1989-08-31,11.57788426538267,11.567782824725438,14.234632336486246
1989-09-30,11.637265121784054,11.627111872680363,14.177045105839376
1989-10-31,11.55181122854199,11.541732536016315,13.847922676991752
1989-11-30,11.727784788618195,11.717552563164258,14.130137350303528
1989-12-31,11.852697736675754,11.842356527516056,14.469556348064012
1990-01-31,11.326820981457821,11.316566014579742,13.498207110323863
1990-02-28,11.422629828300689,11.412288118941852,13.672111701624408
1990-03-31,11.565700876542937,11.555229634911694,14.034413127464669
1990-04-30,11.442959818486305,11.432599702958937,13.684315818448797
1990-05-31,12.166969146303206,12.155953534261121,15.01834706053791
1990-06-30,12.216742900750257,12.205682225031076,14.916903685487744
1990-07-31,12.188958310026738,12.177922789649735,14.869232445245032
1990-08-31,11.557278391473385,11.546814775309656,13.52528404890703
1990-09-30,11.291551191037698,11.281328156379015,12.867040355051063
1990-10-31,11.389121737216312,11.378810365086677,12.812122993183314
1990-11-30,11.92916292895533,11.918362619590518,13.64045851019532
1990-12-31,12.148199556860952,12.137200938246973,14.020302626568025
1991-01-31,12.53649514745187,12.524734520750279,14.630876244031464
1991-02-28,13.109809032721593,13.097510573834192,15.677354239100744
1991-03-31,13.326747898112803,13.314245926442688,16.0568177769702
1991-04-30,13.383671235782295,13.371115863690681,16.09495476916764
1991-05-31,13.74130529586294,13.728414423248504,16.789429071143346
1991-06-30,13.359686474945734,13.347153603227273,16.02020659034176
1991-07-31,13.917003774985897,13.903948077657649,16.76692838541155
1991-08-31,14.238089009301074,14.224732098313368,17.16393461381345
1991-09-30,14.209665280255777,14.196335033887081,16.876763109147053
1991-10-31,14.454020726532622,14.440461247579192,17.103678678243096
1991-11-30,14.166048397748568,14.152759068866533,16.414542949969995
1991-12-31,15.432411774123242,15.41793445555486,18.2916457523217
1992-01-31,15.065438231758986,15.051061278587007,17.9510826913511
1992-02-29,15.219790373812568,15.205266122335406,18.183336834149745
1992-03-31,14.954784864898894,14.94051350827506,17.82980617164789
1992-04-30,15.259560936116278,15.244998731577077,18.353427493461055
1992-05-31,15.481937746532775,15.46716332772269,18.443049657884995
1992-06-30,15.49354102162664,15.478755529806918,18.16884459089967
1992-07-31,16.136309158779557,16.12091027309328,18.91099013312354
1992-08-31,16.04431829470184,16.029007195930536,18.523899895120344
1992-09-30,16.31117713735752,16.295611375095827,18.741661794674368
1992-10-31,16.17227895346915,16.156845741794744,18.806495146940826
1992-11-30,16.431845917601976,16.4161650010795,19.446815571761096
1992-12-31,16.712926635736817,16.69697748378302,19.685552351477913
1993-01-31,17.047417789757823,17.03108554205466,19.849922694727734
1993-02-28,17.38614736612007,17.369490599160457,20.061705284041093
1993-03-31,17.64709268080628,17.630185915661084,20.511058124914957
1993-04-30,17.46687521107979,17.450141102954696,19.98622487200947
1993-05-31,17.71954221970833,17.70256604441375,20.525248875730213
1993-06-30,17.975016273510786,17.957795341762186,20.599289487087173
1993-07-31,17.919092449635997,17.901925095605463,20.49929792093108
1993-08-31,18.541620987877437,18.52385722150961,21.284973754295475
1993-09-30,18.521906772235234,18.504161893035956,21.13011432055374
1993-10-31,18.73679079494041,18.718840046492804,21.5469672332217
1993-11-30,18.48440512031318,18.466696169503532,21.316977524362677
1993-12-31,18.279450754173265,18.261938159522476,21.578675820598782
1994-01-31,18.807624238903646,18.789580510183363,22.331261360377038
1994-02-28,18.212054799233893,18.19458245014492,21.679997278981087
1994-03-31,17.451222531264047,17.434480112275256,20.77158197087337
1994-04-30,17.470800870423655,17.454039668294783,21.004466982288633
1994-05-31,17.64784830190718,17.630917243352865,21.33925439674228
1994-06-30,17.357351520567338,17.34069915989905,20.850285840685885
1994-07-31,17.85330170206825,17.836173534864272,21.524286839824224
1994-08-31,18.287800079400746,18.27025506152225,22.344822492794762
1994-09-30,17.816132507554173,17.799039999870722,21.780510125206956
1994-10-31,18.094240887577836,18.076881567239035,22.399660528087264
1994-11-30,17.59276143443532,17.575883225325477,21.507797432315726
1994-12-31,17.733969135279427,17.71695545379865,21.664421681715396
1995-01-31,18.272360731451528,18.254448762526028,22.39251647893818
1995-02-28,18.973787218957497,18.95518765801078,23.306347133312975
1995-03-31,19.336861532989722,19.317906058763576,23.955372222601987
1995-04-30,19.838702534400635,19.819255117148906,24.66499769012352
1995-05-31,20.823598407701915,20.803185520003503,25.643525167616556
1995-06-30,21.155427341098502,21.13468916923835,26.16228990404705
1995-07-31,21.482783470839614,21.46172439940279,27.00381807067105
1995-08-31,21.677017667400726,21.655768192712557,27.124023370617316
1995-09-30,22.333068438996946,22.31117585304324,28.273442784239183
1995-10-31,22.48762429765862,22.465580204202496,28.190361417937076
1995-11-30,23.31047280369041,23.287622091041115,29.444262942894454
1995-12-31,23.703983269506143,23.680746807727925,29.907517632376226
1996-01-31,24.285051598140587,24.26076801005927,30.971575864451058
1996-02-29,23.99827414642442,23.974277318512428,31.070370998639756
1996-03-31,24.09376908714914,24.069676770051338,31.60533310013002
1996-04-30,24.1098633513704,24.085754940978287,31.948875507562853
1996-05-31,24.38328553487281,24.35890371877474,32.67412681621224
1996-06-30,24.69367600126499,24.668983813405923,32.96238213383462
1996-07-31,23.990559819108107,23.96657070505853,31.481161675315498
1996-08-31,24.218545967297004,24.19432888083862,32.08746064033092
1996-09-30,25.297264353679683,25.27196861384291,33.88027783068128
1996-10-31,26.12352038979937,26.097398443720046,34.975672531529156
1996-11-30,27.596715520660567,27.569120468231166,37.52904990465299
1996-12-31,26.956772270342114,26.929817122597427,36.635936992810535
1997-01-31,27.94548628941354,27.916250010017443,38.8995234702751
1997-02-28,28.107528810746587,28.07812300413673,39.27160753164904
1997-03-31,27.127048311720156,27.09866827369114,37.538825476082046
1997-04-30,28.384730215147172,28.355034403288386,39.88891932319889
1997-05-31,29.605555214443775,29.574582188068,42.41018458792777
1997-06-30,30.5105679587514,30.478648117381052,44.15335770223513
1997-07-31,32.4798121746259,32.44583213027687,47.65310648107765
1997-08-31,31.209904692880983,31.177253212635605,45.18450934484479
1997-09-30,32.383864817868776,32.34998515265434,47.35746845596098
1997-10-31,32.119772449582,32.086169075078175,46.197061337735754
1997-11-30,32.94188059808614,32.90741714252042,47.98470341028494
1997-12-31,33.50576323877909,33.47070985501319,48.899867097127334
