Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
1997-10-17,1267.6,2.0,-4.9,-0.0039,1272.5,1273.4,1257.0,126309,2659079900,8890261099100.0
1997-10-18,1270.4,1.0,2.8,0.0022,1267.7,1273.2,1267.7,218804,1729325740,8893192739840.0
1997-10-20,1248.8,2.0,-21.6,-0.017,1270.4,1272.9,1248.8,118438,3576184510,8793677772800.0
1997-10-21,1232.8,2.0,-16.0,-0.0128,1248.8,1248.8,1228.8,126633,3121675170,8682905432800.0
1997-10-22,1252.4,1.0,19.6,0.0159,1232.8,1252.4,1231.6,157469,5447998320,8812445643300.0
1997-10-23,1258.2,1.0,5.8,0.0046,1252.4,1268.5,1252.4,195001,3418146720,8864301794680.0
1997-10-24,1240.3,2.0,-17.9,-0.0141999999999999,1258.2,1263.1,1239.6,157008,2811831460,8752045809670.0
1997-10-25,1234.4,2.0,-5.9,-0.0048,1240.3,1242.5,1231.1,100953,1207916890,8693875262810.0
1997-10-27,1236.2,1.0,1.8,0.0015,1234.4,1245.1,1232.0,129743,1529733870,8695563876580.0
1997-10-28,1218.4,2.0,-17.8,-0.0144,1236.2,1236.9,1212.7,170088,2175317040,8434566338960.0
1997-10-29,1231.3,1.0,12.9,0.0106,1218.4,1238.3,1216.1,74870,1994805370,8509625350100.0
1997-10-30,1229.1,2.0,-2.2,-0.0018,1231.3,1234.1,1223.3,80207,1726723250,8483866315600.0
1997-10-31,1204.3,2.0,-24.8,-0.0202,1229.1,1229.9,1204.3,123747,4323714880,8349204220760.0
1997-11-01,1209.5,1.0,5.2,0.0043,1204.3,1213.8,1204.3,52029,970785640,8412937694690.0
1997-11-03,1210.2,1.0,0.7,0.0006,1209.5,1214.2,1196.8,194970,4404986130,8516482877290.0
1997-11-04,1210.0,2.0,-0.2,-0.0002,1210.2,1215.9,1207.0,137355,2579163150,8515824814370.0
1997-11-05,1215.6,1.0,5.6,0.0046,1210.0,1220.0,1210.0,168155,2831696130,8575425341980.0
1997-11-06,1220.1,1.0,4.5,0.0037,1215.6,1220.3,1214.7,195120,4259775300,8612423561200.0
1997-11-07,1208.4,2.0,-11.7,-0.0096,1220.1,1229.6,1204.3,659290,7262032320,8538291391130.0
1997-11-08,1205.6,2.0,-2.8,-0.0023,1208.4,1208.4,1194.1,213046,2899891480,8495857081960.0
1997-11-10,1216.7,1.0,11.1,0.0092,1205.6,1217.7,1205.0,288799,3714284600,8788087587600.0
1997-11-11,1203.3,2.0,-13.4,-0.011,1216.7,1218.4,1203.3,229444,4003448640,8707559123440.0
1997-11-12,1207.8,1.0,4.5,0.0037,1203.3,1211.0,1198.9,143684,2253716120,8747985760360.0
