Code,Name,Market,Marcap,Amount,Volume,Close,fs_div,equity,revenue_q,net_income_q,ocf_q,EY,EY_rank,BY,BY_rank,CFY,CFY_rank,SY,SY_rank,avg_rank,overall_rank,signal_date,target_weight
023530,롯데쇼핑,KOSPI,2039619235500.0,2893779500.0,40025.0,72100.0,CFS,11047350733686.0,3622248430828.0,116551252400.0,330702787983.0,0.2285745307190696,248.0,5.416378969860917,9.0,0.6485578920360207,156.0,7.103773817744033,149.0,140.5,13,2023-10-31,0.05
024840,KBI메탈,KOSDAQ,45428489154.0,365555686.0,268366.0,1338.0,CFS,124458670975.0,169918955366.0,1743189912.0,13703205419.0,0.15348869790414427,414.0,2.7396612410571737,58.0,1.206573731523134,57.0,14.961444549915308,34.0,140.75,14,2023-10-31,0.05
023800,인지컨트롤스,KOSPI,117146149770.0,445481800.0,59633.0,7410.0,CFS,222735608501.0,157579944090.0,7839419702.0,30821934772.0,0.26767997812618166,200.0,1.9013480932861222,115.0,1.0524267278955233,74.0,5.380627341125118,227.0,154.0,15,2023-10-31,0.05
032190,다우데이타,KOSDAQ,437769000000.0,1165798140.0,100814.0,11430.0,CFS,71695626391.0,2408340215231.0,150585727160.0,450021773818.0,1.375937786001293,8.0,0.16377501922475096,602.0,4.111956523353641,4.0,22.00558025105478,13.0,156.75,16,2023-10-31,0.05
004020,현대제철,KOSPI,4370349458750.0,21895010050.0,664409.0,32750.0,CFS,19642444720624.0,7138316741671.0,293458974283.0,529024984907.0,0.2685908548529981,198.0,4.49447919577628,19.0,0.48419467587226844,242.0,6.533405906366755,170.0,157.25,17,2023-10-31,0.05
011560,세보엠이씨,KOSDAQ,87188400000.0,185426460.0,22277.0,8280.0,CFS,192510318456.0,201623124503.0,5410339691.0,10479632876.0,0.24821373902950392,220.0,2.2079808604814404,82.0,0.48078106151735783,246.0,9.249997683315671,100.0,162.0,18,2023-10-31,0.05
010100,한국무브넥스,KOSPI,271008738000.0,39400321890.0,4380117.0,8900.0,CFS,334032916042.0,392724141582.0,23352600748.0,49249447967.0,0.34467672032036106,127.0,1.2325540442242124,205.0,0.7269056832698878,131.0,5.796479397383859,200.0,165.75,19,2023-10-31,0.05
007700,F&F홀딩스,KOSPI,614486705570.0,416294700.0,26482.0,15710.0,CFS,3023957494779.0,406123080587.0,76869219378.0,142504346012.0,0.5003800321876506,72.0,4.921111339543085,16.0,0.9276317597778619,83.0,2.6436573934355754,512.0,170.75,20,2023-10-31,0.05
317400,자이에스앤디,KOSPI,161723108400.0,330032485.0,78714.0,4170.0,CFS,793535252292.0,479750290313.0,16077003213.0,150952065767.0,0.3976426961380369,82.0,4.9067524124585775,18.0,3.733592985206312,10.0,11.865967580252125,53.0,40.75,1,2024-04-30,0.05
067570,엔브이에이치코리아,KOSDAQ,107111800000.0,89117240.0,35135.0,2540.0,CFS,358471036486.0,383070956407.0,19965260290.0,31727389307.0,0.745585837974901,21.0,3.3466997705761643,51.0,1.184832644283823,96.0,14.305462382557291,32.0,50.0,2,2024-04-30,0.05
001620,케이비아이동국실업,KOSPI,65996767383.0,114874418.0,192349.0,593.0,CFS,196052738011.0,163534495826.0,9255086841.0,27634420815.0,0.5609418283953104,49.0,2.970641529656207,66.0,1.6748954175060584,48.0,9.911667029202075,77.0,60.0,3,2024-04-30,0.05
101330,모베이스,KOSDAQ,79394309470.0,271346735.0,79919.0,3430.0,CFS,435831478971.0,316349649781.0,5224443476.0,21639022758.0,0.2632150092809416,168.0,5.489454872526899,10.0,1.0902052251579335,114.0,15.938152338262285,26.0,79.5,4,2024-04-30,0.05
007700,F&F홀딩스,KOSPI,590235798030.0,111380370.0,7379.0,15090.0,CFS,3195056318742.0,584304339637.0,90114244056.0,214607189644.0,0.6106999565717276,40.0,5.413186271327454,12.0,1.4543827423567564,66.0,3.959802787883777,327.0,111.25,5,2024-04-30,0.05
003480,한진중공업홀딩스,KOSPI,102911394820.0,109621190.0,31222.0,3485.0,CFS,367799000000.0,373731000000.0,7814000000.0,16380000000.0,0.30371758204880195,138.0,3.573938538519558,45.0,0.6366641917019933,238.0,14.526321430340516,31.0,113.0,6,2024-04-30,0.05
001040,CJ,KOSPI,3725902644600.0,20185954100.0,156613.0,127700.0,CFS,17892818574000.0,10665888391000.0,121273396000.0,1450878203000.0,0.13019491658029567,395.0,4.8022775366748505,21.0,1.5576125748779581,55.0,11.450528270198593,58.0,132.25,7,2024-04-30,0.05
016450,한세예스24홀딩스,KOSPI,189800000000.0,46974545.0,9903.0,4745.0,CFS,963656730166.0,650679573580.0,27446341528.0,17323997191.0,0.5784265864699684,43.0,5.077221971369863,15.0,0.365100046174921,439.0,13.712952024868283,35.0,133.0,8,2024-04-30,0.05
003690,코리안리,KOSPI,1354360037940.0,2865006650.0,352564.0,8190.0,CFS,3252895729256.0,1297653944731.0,137543059594.0,791170106710.0,0.4062230300392054,79.0,2.4017954149058465,92.0,2.3366611079676582,27.0,3.8325228399525115,345.0,135.75,9,2024-04-30,0.05
005440,현대지에프홀딩스,KOSPI,756915381355.0,1644347810.0,341552.0,4855.0,CFS,3520953816000.0,1097356167000.0,128589901000.0,95788039000.0,0.6795470361286803,27.0,4.6517139203815985,23.0,0.5062021005757554,307.0,5.7990956137556955,189.0,136.5,10,2024-04-30,0.05
136490,선진,KOSPI,173115517120.0,378658960.0,51995.0,7280.0,CFS,443102256325.0,467513653272.0,7350300713.0,40188751912.0,0.16983574517828873,296.0,2.559575615730916,80.0,0.9285996444591853,147.0,10.802351194155044,63.0,146.5,11,2024-04-30,0.05
001750,한양증권,KOSPI,134795175060.0,29244300.0,2762.0,10590.0,OFS,171839300223.0,227898774131.0,7257870551.0,540768402798.0,0.21537478764412385,217.0,1.2748178868161337,228.0,16.047114521934283,2.0,6.762816963724636,154.0,150.25,12,2024-04-30,0.05
066360,체리부로,KOSDAQ,51260704035.0,327707217.0,309720.0,1069.0,CFS,31629784657.0,97780866998.0,4973078362.0,22422309947.0,0.3880616511708041,88.0,0.6170376558894642,393.0,1.7496685126829628,46.0,7.630083810884592,129.0,164.0,13,2024-04-30,0.05
378850,화승알앤에이,KOSPI,73790225355.0,195258410.0,49990.0,3885.0,CFS,112518168095.0,145705030605.0,3720869788.0,18414679893.0,0.20169987393854058,236.0,1.5248383854864567,185.0,0.9982178427783988,129.0,7.898337748883272,122.0,168.0,14,2024-04-30,0.05
054930,유신,KOSDAQ,83550000000.0,206617250.0,7455.0,27850.0,OFS,126955852855.0,81555257093.0,7020681626.0,38207589609.0,0.33611880914422504,113.0,1.5195194836026331,186.0,1.829208359497307,43.0,3.904500638803112,335.0,169.25,15,2024-04-30,0.05
023350,한국종합기술,KOSPI,61429500000.0,227045840.0,41261.0,5610.0,OFS,17760858434.0,143609172949.0,10938398803.0,26944635028.0,0.7122570623560341,24.0,0.28912588306920944,564.0,1.7545078522859539,45.0,9.351153628077714,87.0,180.0,16,2024-04-30,0.05
037460,삼지전자,KOSDAQ,150293587620.0,590015960.0,64372.0,9210.0,CFS,38792433282.0,724365959350.0,14832686374.0,54665265240.0,0.3947656479264501,83.0,0.25811103385250334,580.0,1.4548928162714385,65.0,19.278692346648235,15.0,185.75,17,2024-04-30,0.05
020000,한섬,KOSPI,459078570000.0,552258740.0,28198.0,19620.0,CFS,1394339128049.0,452983600174.0,22677245957.0,118724064895.0,0.19758923582078772,245.0,3.0372559713449485,62.0,1.0344552994055027,120.0,3.946893885061984,329.0,189.0,18,2024-04-30,0.05
056360,코위버,KOSDAQ,59270640000.0,77005920.0,12765.0,6050.0,CFS,131938420851.0,42409878749.0,7549828327.0,16383908082.0,0.5095155596092771,57.0,2.2260333421572636,105.0,1.105701445572378,108.0,2.8621171459596186,491.0,190.25,19,2024-04-30,0.05
024120,KB오토시스,KOSDAQ,55545000000.0,2650957810.0,531646.0,4830.0,CFS,108776621734.0,54532399605.0,4782327664.0,10033980824.0,0.34439302648303177,108.0,1.9583512779548113,134.0,0.7225839102709515,207.0,3.9270789165541453,332.0,195.25,20,2024-04-30,0.05
101330,모베이스,KOSDAQ,74070492800.0,130605250.0,40876.0,3200.0,CFS,437411790484.0,329327008724.0,12934975158.0,31517972067.0,0.6985224301356342,52.0,5.905344678414236,9.0,1.7020527811042185,33.0,17.784518302759288,33.0,31.75,1,2024-10-31,0.05
005440,현대지에프홀딩스,KOSPI,699230789985.0,371997135.0,82794.0,4485.0,CFS,6740845868000.0,2081580432000.0,492150379000.0,154684406000.0,2.815381622485804,7.0,9.640373342461944,3.0,0.8848832643843862,110.0,11.907830500682925,62.0,45.5,2,2024-10-31,0.05
044180,KD,KOSDAQ,12503929932.0,25675451.0,54676.0,468.0,CFS,31553274990.0,33775204707.0,10337791393.0,37628813446.0,3.3070535261217584,4.0,2.5234686343890176,107.0,12.037435798388637,3.0,10.80466857721672,84.0,49.5,3,2024-10-31,0.05
000140,하이트진로홀딩스,KOSPI,227658364650.0,1561384730.0,158925.0,9810.0,CFS,1130593775793.0,661623893726.0,38809393335.0,81069104657.0,0.6818882916015886,55.0,4.96618596699122,24.0,1.4243993148529366,52.0,11.624855423048915,69.0,50.0,4,2024-10-31,0.05
001040,CJ,KOSPI,2999395394400.0,8269446900.0,81052.0,102800.0,CFS,18065080749000.0,10682936102000.0,308509806000.0,1218047248000.0,0.41142932549139877,112.0,6.022907410849627,8.0,1.6243903691712622,39.0,14.24678603153889,49.0,52.0,5,2024-10-31,0.05
013520,화승코퍼레이션,KOSPI,94646917532.0,36394849.0,19524.0,1891.0,CFS,318337227755.0,436256930242.0,17202279711.0,22738058847.0,0.7270085559916489,45.0,3.363418863032392,69.0,0.96096352379621,99.0,18.43723775132992,29.0,60.5,6,2024-10-31,0.05
001620,케이비아이동국실업,KOSPI,64772544042.0,46507980.0,82493.0,582.0,CFS,218937796225.0,180274947089.0,7912852532.0,28762025315.0,0.4886547316634113,83.0,3.3801018543140087,68.0,1.776186236955587,32.0,11.132800155084574,75.0,64.5,7,2024-10-31,0.05
010100,한국무브넥스,KOSPI,109469259900.0,127564355.0,35764.0,3595.0,CFS,381023652286.0,401086476110.0,15775149897.0,28645069996.0,0.5764230035504241,65.0,3.4806451841737536,66.0,1.0466890896007601,85.0,14.655675080890905,45.0,65.25,8,2024-10-31,0.05
009200,무림페이퍼,KOSPI,86963457900.0,111794010.0,53910.0,2090.0,CFS,140734900260.0,361530424670.0,28602066774.0,59705853057.0,1.3155901324388344,15.0,1.6183222661388674,204.0,2.746250183641789,17.0,16.629073102669253,36.0,68.0,9,2024-10-31,0.05
267250,HD현대,KOSPI,6303648183000.0,13938125900.0,175852.0,79800.0,CFS,25299165791000.0,17554834298000.0,544086536000.0,1975348336000.0,0.34525184160329275,155.0,4.0134165258822785,45.0,1.2534635681776913,63.0,11.139475927824,74.0,84.25,10,2024-10-31,0.05
002070,비비안,KOSPI,23954367960.0,42895641.0,52457.0,804.0,CFS,87904105574.0,74041581895.0,1535460249.0,7085918580.0,0.25639753911503327,264.0,3.6696482963268298,60.0,1.1832361583210813,68.0,12.363771320309969,58.0,112.5,11,2024-10-31,0.05
016610,DB금융투자,KOSPI,229210500600.0,335714320.0,62585.0,5400.0,CFS,1204407515932.0,317226349793.0,16947318340.0,91269767228.0,0.2957511683912792,205.0,5.25459135938033,19.0,1.5927676435256648,42.0,5.535982844810383,244.0,127.5,12,2024-10-31,0.05
009580,무림P&P,KOSPI,171512891000.0,304374355.0,112002.0,2750.0,CFS,636351793184.0,211407752133.0,17074907842.0,36251173014.0,0.39821864683045893,123.0,3.710227199097239,59.0,0.8454448596286561,119.0,4.93042245163951,280.0,145.25,13,2024-10-31,0.05
198080,엔피디,KOSDAQ,57175916175.0,296152055.0,113575.0,2655.0,CFS,106476129671.0,72695334661.0,8284367065.0,12425962673.0,0.579570393915074,63.0,1.8622548932159722,179.0,0.8693144599532078,114.0,5.085731162645423,269.0,156.25,14,2024-10-31,0.05
378850,화승알앤에이,KOSPI,72460671745.0,318367885.0,83480.0,3815.0,CFS,130351774332.0,189462920403.0,10257367255.0,8127005186.0,0.5662308674751025,66.0,1.798931353972642,185.0,0.44862985618461576,298.0,10.458800109927134,90.0,159.75,15,2024-10-31,0.05
023800,인지컨트롤스,KOSPI,101653136710.0,195253240.0,30531.0,6430.0,CFS,239116902766.0,167929506576.0,13080170384.0,12272407432.0,0.5146981512755722,77.0,2.35228258079396,123.0,0.48291308381407644,271.0,6.6079419489071265,186.0,164.25,16,2024-10-31,0.05
084690,대상홀딩스,KOSPI,317946083640.0,1171989720.0,134249.0,8780.0,CFS,1603101082886.0,1305451021836.0,17141223264.0,37833244369.0,0.21564943424066138,349.0,5.04205324542113,21.0,0.4759705662779901,275.0,16.42355215564309,37.0,170.5,17,2024-10-31,0.05
015890,태경산업,KOSPI,151697212500.0,68596060.0,13265.0,5190.0,CFS,459295687242.0,181571256125.0,13337200073.0,23385759608.0,0.3516795029572478,148.0,3.0277134277731044,75.0,0.6166430937681205,188.0,4.7877282155069265,292.0,175.75,18,2024-10-31,0.05
037400,우리엔터프라이즈,KOSDAQ,35794867290.0,104453039.0,77397.0,1365.0,CFS,99487116763.0,311726939445.0,8274945251.0,1905740685.0,0.9247074653423027,26.0,2.7793682249743576,89.0,0.2129624529193219,599.0,34.834819966726016,2.0,179.0,19,2024-10-31,0.05
032190,다우데이타,KOSDAQ,419385000000.0,502341310.0,46278.0,10950.0,CFS,71361644388.0,2280972102751.0,237401951890.0,291860792661.0,2.264286532803987,9.0,0.1701578368038914,683.0,2.7837027329160557,16.0,21.755399957089548,14.0,180.5,20,2024-10-31,0.05
005720,넥센,KOSPI,252459851555.0,88508626.0,18616.0,4715.0,CFS,2425181660057.0,788423026984.0,54581513772.0,245789514973.0,0.8647951495782142,32.0,9.606207264716936,1.0,3.894314497280819,17.0,12.491855986253514,54.0,26.0,1,2025-04-30,0.05
101330,모베이스,KOSDAQ,72334465625.0,97992075.0,31335.0,3125.0,CFS,452374050053.0,349068445637.0,9209131839.0,35025409204.0,0.509252775115113,83.0,6.253921227513043,7.0,1.9368586690378278,45.0,19.303022017009614,20.0,38.75,2,2025-04-30,0.05
001620,케이비아이동국실업,KOSPI,60654701895.0,84498945.0,157409.0,545.0,CFS,225927965754.0,158870143858.0,22523935157.0,43361804931.0,1.48538757611843,10.0,3.7248219626090373,33.0,2.8595840768330927,24.0,10.477020833967451,89.0,39.0,3,2025-04-30,0.05
014130,한익스프레스,KOSPI,43080000000.0,31435459.0,8853.0,3590.0,CFS,102729277120.0,164661328629.0,20937784665.0,14056870800.0,1.9440839986072422,7.0,2.384616460538533,88.0,1.3051876323119778,91.0,15.288888452089136,40.0,56.5,4,2025-04-30,0.05
267250,HD현대,KOSPI,6216755789500.0,12622520450.0,161220.0,78700.0,CFS,26385102145000.0,17097203923000.0,776090003000.0,2897059012000.0,0.4993537010482564,88.0,4.244191510556681,22.0,1.8640326949262416,50.0,11.000724173130237,79.0,59.75,5,2025-04-30,0.05
039740,한국정보공학,KOSDAQ,22892523435.0,56656180.0,19599.0,2855.0,CFS,50739862091.0,84898553978.0,3650164599.0,8828246880.0,0.6377915670789396,55.0,2.216438141259022,106.0,1.5425554819356682,68.0,14.834284952300193,42.0,67.75,6,2025-04-30,0.05
010100,한국무브넥스,KOSPI,119822402700.0,1190949096.0,300782.0,3935.0,CFS,412077664913.0,399974540897.0,11024368877.0,45125815595.0,0.36802362925743604,130.0,3.4390702875882155,45.0,1.5064233257943174,71.0,13.35224571980645,49.0,73.75,7,2025-04-30,0.05
010280,아이티센엔텍,KOSDAQ,52424647730.0,148679838.0,185694.0,805.0,CFS,76820561835.0,165571321997.0,9177738089.0,37251876258.0,0.7002613073352548,48.0,1.4653519892140245,189.0,2.8423177166478215,25.0,12.633089904560432,52.0,78.5,8,2025-04-30,0.05
013520,화승코퍼레이션,KOSPI,102605066600.0,887918029.0,443327.0,2050.0,CFS,361990247304.0,440495506204.0,13226214188.0,18444831995.0,0.5156164164704123,81.0,3.5279958319719076,40.0,0.7190612552070601,232.0,17.172466070169676,30.0,95.75,9,2025-04-30,0.05
378850,화승알앤에이,KOSPI,60589657370.0,144612295.0,45034.0,3190.0,CFS,150475860464.0,185590612419.0,14598485812.0,9280815454.0,0.9637609087539225,28.0,2.4835238718234725,77.0,0.6126996492041724,278.0,12.252296545310536,58.0,110.25,10,2025-04-30,0.05
007700,F&F홀딩스,KOSPI,494014455210.0,60230270.0,4737.0,12630.0,CFS,3369899587839.0,547289186707.0,94555856244.0,150877824226.0,0.7656120605119165,39.0,6.821459478157362,5.0,1.221647039958485,100.0,4.431361721788918,298.0,110.5,11,2025-04-30,0.05
021650,한국큐빅,KOSDAQ,36543508305.0,56768770.0,25188.0,2235.0,CFS,94773911753.0,65931382224.0,3163255286.0,10644384914.0,0.3462453861406835,144.0,2.5934541085107785,72.0,1.1651191040728404,111.0,7.216754524357373,165.0,123.0,12,2025-04-30,0.05
000210,DL,KOSPI,681066230000.0,1221221250.0,37593.0,32500.0,CFS,4786090727143.0,1296824044789.0,31385819370.0,381778479874.0,0.18433343476742342,330.0,7.027349935032016,4.0,2.242239964674214,37.0,7.616434277112814,157.0,132.0,13,2025-04-30,0.05
003480,한진중공업홀딩스,KOSPI,143810184440.0,480851462.0,98865.0,4870.0,CFS,420523000000.0,357332000000.0,38097000000.0,16452000000.0,1.0596467878363567,23.0,2.9241531233516302,58.0,0.4576031958811387,378.0,9.938990103975142,101.0,140.0,14,2025-04-30,0.05
054930,유신,KOSDAQ,71100000000.0,596249025.0,24905.0,23700.0,OFS,147892070659.0,96556326076.0,19458037052.0,14459815968.0,1.0946856288045006,21.0,2.0800572525879044,118.0,0.8134917562869198,196.0,5.432142113980309,234.0,142.25,15,2025-04-30,0.05
007860,서연,KOSPI,174455240920.0,974942770.0,131112.0,7430.0,CFS,47138687132.0,1186359771106.0,64343278871.0,81937930707.0,1.4752959792249731,11.0,0.27020505020893243,518.0,1.8787152572750578,48.0,27.201470471157226,8.0,146.25,16,2025-04-30,0.05
090460,비에이치,KOSPI,425290436860.0,1543040595.0,124678.0,12340.0,CFS,740898515355.0,487879122450.0,71416432395.0,115010207149.0,0.6716956339040311,49.0,1.7421001065182522,144.0,1.0817097887094964,125.0,4.588667697793575,292.0,152.5,17,2025-04-30,0.05
009970,영원무역홀딩스,KOSPI,1300835476800.0,887856700.0,9328.0,95400.0,CFS,4987109262473.0,1298460477587.0,92738729593.0,542329953751.0,0.2851666678745058,188.0,3.8337740255524677,30.0,1.6676358030613023,60.0,3.9926970035631486,338.0,154.0,18,2025-04-30,0.05
174880,장원테크,KOSDAQ,11610352250.0,0.0,0.0,2650.0,CFS,8644271987.0,19495860613.0,2862284836.0,3957166760.0,0.986114727397698,25.0,0.7445314147983753,338.0,1.3633235839162416,81.0,6.716716321160712,175.0,154.75,19,2025-04-30,0.05
009200,무림페이퍼,KOSPI,90708295800.0,323406274.0,148356.0,2180.0,CFS,140734900260.0,342125462194.0,4453315037.0,27207454585.0,0.19637961435496398,307.0,1.5515107964358867,173.0,1.1997780068534811,103.0,15.086843344443034,41.0,156.0,20,2025-04-30,0.05
067170,오텍,KOSDAQ,42335924060.0,40103681.0,22557.0,1772.0,CFS,131544562755.0,275087870701.0,4675446087.0,47401461942.0,0.44174739924172096,72.0,3.107161723187388,49.0,4.4786042109127875,6.0,25.990964109925702,10.0,34.25,1,2025-10-31,0.05
002070,비비안,KOSPI,31727646054.0,150170612.0,212889.0,702.0,CFS,136645630186.0,80497859204.0,6502582761.0,5026467544.0,0.8198002146056089,25.0,4.306831649389655,22.0,0.6337019185659124,165.0,10.148607818808088,91.0,75.75,2,2025-10-31,0.05
002990,금호건설,KOSPI,126528919200.0,401828025.0,115959.0,3420.0,CFS,223908079006.0,531191571548.0,10446958199.0,51008553939.0,0.33026309763973705,119.0,1.769619786699324,165.0,1.6125500561139703,38.0,16.79273244113825,31.0,88.25,3,2025-10-31,0.05
031440,신세계푸드,KOSPI,136698544000.0,414339500.0,11680.0,35300.0,CFS,310455213386.0,371487792054.0,14232869771.0,32934893487.0,0.41647465597000066,77.0,2.2710937827252935,119.0,0.9637233147706387,84.0,10.870277946896055,79.0,89.75,4,2025-10-31,0.05
009180,한솔로지스틱스,KOSPI,72923586750.0,424755325.0,163499.0,2590.0,CFS,135055380032.0,178076340476.0,7352403450.0,16497135726.0,0.4032935722268214,82.0,1.8520123056344318,154.0,0.9048998526392422,96.0,9.76783224261799,98.0,107.5,5,2025-10-31,0.05
023810,인팩,KOSPI,61800000000.0,81680405.0,13236.0,6180.0,CFS,166687870021.0,148525651623.0,7325575129.0,9090188973.0,0.47414725754045306,64.0,2.6972147252589,81.0,0.5883617458252427,189.0,9.613310784660195,102.0,109.0,6,2025-10-31,0.05
005440,현대지에프홀딩스,KOSPI,1216053547800.0,1454934860.0,186559.0,7800.0,CFS,7028920830000.0,1998795057000.0,103266238000.0,197305843000.0,0.3396766143623268,114.0,5.780107991721448,6.0,0.6490037987453828,160.0,6.574694216767286,180.0,115.0,7,2025-10-31,0.05
015890,태경산업,KOSPI,147897475000.0,187350320.0,36946.0,5060.0,CFS,567924117084.0,209717590368.0,9943299078.0,62032416934.0,0.2689241064595592,175.0,3.839985213297252,29.0,1.6777140227444722,34.0,5.671972164987942,225.0,115.75,8,2025-10-31,0.05
080470,성창오토텍,KOSDAQ,31061500000.0,87772536.0,20427.0,4255.0,CFS,66222851379.0,64651482787.0,2859515636.0,5389255646.0,0.3682392203853645,103.0,2.1319914163514317,135.0,0.694010997022037,139.0,8.325609875505046,127.0,126.0,9,2025-10-31,0.05
011370,서한,KOSDAQ,88888376065.0,183892301.0,209137.0,881.0,CFS,49913813711.0,198163847565.0,20339101308.0,99838980821.0,0.9152648392688352,19.0,0.5615336438872538,420.0,4.492780057000584,5.0,8.917424587444003,117.0,140.25,10,2025-10-31,0.05
009440,KC그린홀딩스,KOSPI,17568790596.0,0.0,0.0,756.0,CFS,52247210591.0,25525479891.0,6657592676.0,1883801754.0,1.5157771138818803,12.0,2.973864951347047,62.0,0.42889730939792686,283.0,5.811550829642548,217.0,143.5,11,2025-10-31,0.05
013520,화승코퍼레이션,KOSPI,106859423020.0,243341524.0,113339.0,2135.0,CFS,368352368220.0,438794551650.0,10604162868.0,7552535859.0,0.39693880308581886,85.0,3.447074275808681,40.0,0.2827092134901928,426.0,16.42511401424559,35.0,146.5,12,2025-10-31,0.05
009310,참엔지니어링,KOSPI,21607243859.0,14121381.0,11080.0,1273.0,CFS,62444322348.0,18400260551.0,2866598554.0,8540504329.0,0.5306736153312741,53.0,2.8899716574444203,67.0,1.581044650531428,42.0,3.4063133032741324,427.0,147.25,13,2025-10-31,0.05
013310,아진산업,KOSDAQ,127867687690.0,1631553283.0,488337.0,3295.0,CFS,72135535687.0,255571712756.0,22873356526.0,52238763089.0,0.7155320296853646,30.0,0.5641420204757595,419.0,1.6341505514871488,35.0,7.9948802507668155,137.0,155.25,14,2025-10-31,0.05
009200,무림페이퍼,KOSPI,82386433800.0,252625395.0,127563.0,1980.0,CFS,140735218613.0,300204516587.0,4961770020.0,10471310468.0,0.24090228408454306,203.0,1.7082329228456057,176.0,0.5083997442307061,228.0,14.575434461249857,41.0,162.0,15,2025-10-31,0.05
019770,서연탑메탈,KOSDAQ,44328250000.0,100408030.0,26463.0,3805.0,OFS,97229103597.0,45256352195.0,3144889741.0,29162461472.0,0.28378198922808817,162.0,2.193389172751011,128.0,2.631501263596014,15.0,4.083748146610795,345.0,162.5,16,2025-10-31,0.05
084670,동양고속,KOSPI,22788128030.0,45910240.0,5880.0,7870.0,CFS,51716468627.0,29612944615.0,1437818064.0,4312664610.0,0.25238019763749764,188.0,2.2694478703523417,120.0,0.757001997587952,122.0,5.197960021290964,254.0,171.0,17,2025-10-31,0.05
066360,체리부로,KOSDAQ,35820155205.0,12698907788.0,14434701.0,747.0,CFS,34017518123.0,105591963539.0,9604000973.0,3629803723.0,1.0724689402417122,16.0,0.9496753413913634,308.0,0.40533645956881054,314.0,11.791346289226666,62.0,175.0,18,2025-10-31,0.05
007280,한국특강,KOSPI,92922739208.0,40578553.0,26435.0,1528.0,OFS,76570584582.0,214184688822.0,6090656027.0,21231130111.0,0.26218151031327486,179.0,0.8240241864868293,329.0,0.9139261408760601,94.0,9.219904219248853,108.0,177.5,19,2025-10-31,0.05
053060,세동,KOSDAQ,20588550554.0,1102110927.0,916785.0,1166.0,CFS,8588774747.0,46189050377.0,1685184228.0,6110001239.0,0.3274022080534655,122.0,0.4171626712853445,476.0,1.1870677778845258,65.0,8.97373523325104,115.0,194.5,20,2025-10-31,0.05
001390,KG케미칼,KOSPI,475337522100.0,47641838505.0,6762066.0,7070.0,CFS,3937401957646.0,2336124979629.0,59569441134.0,183949194140.0,0.5012812022146064,61.0,8.283381333438394,3.0,1.5479459170597634,44.0,19.658662495720534,11.0,29.75,1,2026-04-30,0.05
005990,매일홀딩스,KOSDAQ,148143106560.0,24624430.0,2207.0,11140.0,CFS,856077493776.0,546158018663.0,23373251326.0,27337538734.0,0.6310992625642965,43.0,5.778719736981328,4.0,0.7381386652082369,151.0,14.746768347045522,28.0,56.5,2,2026-04-30,0.05
004960,한신공영,KOSPI,172403459800.0,1928698660.0,132907.0,14900.0,CFS,841468880850.0,258575932643.0,24598156353.0,82638041302.0,0.5707114319291636,46.0,4.880812031418409,11.0,1.9173174691010464,29.0,5.999321195594707,159.0,61.25,3,2026-04-30,0.05
013520,화승코퍼레이션,KOSPI,164168106560.0,2644640230.0,803147.0,3280.0,CFS,418733142510.0,299556659206.0,51894336939.0,69226040409.0,1.2644194545798384,14.0,2.550636364664179,66.0,1.6867110636669087,37.0,7.298778440781208,128.0,61.25,4,2026-04-30,0.05
378850,화승알앤에이,KOSPI,66762584845.0,335116117.0,96212.0,3515.0,CFS,166895100708.0,185024788340.0,6154010965.0,17945944541.0,0.3687101677855954,92.0,2.499829823777399,70.0,1.0752096901379342,75.0,11.085537731624058,49.0,71.5,5,2026-04-30,0.05
092780,DYP,KOSPI,66764092200.0,297370175.0,57623.0,5070.0,CFS,147210745252.0,458198350132.0,4494328095.0,18978163861.0,0.2692661846752407,138.0,2.2049389185284243,90.0,1.13702819798095,64.0,27.45178343828361,4.0,74.0,6,2026-04-30,0.05
079970,투비소프트,KOSDAQ,7646223464.0,0.0,0.0,596.0,CFS,102497739022.0,6980435841.0,1045054034.0,3385737987.0,0.5467033700599153,50.0,13.40501484223951,1.0,1.771194892715733,34.0,3.651703811098556,323.0,102.0,7,2026-04-30,0.05
190650,코리아에셋투자증권,KOSDAQ,55639480000.0,147445245.0,16725.0,8710.0,OFS,97520053886.0,72878812306.0,4955424138.0,206812375305.0,0.3562523688575091,97.0,1.752713251202204,144.0,14.868030779942588,3.0,5.239359699695252,195.0,109.75,8,2026-04-30,0.05
015890,태경산업,KOSPI,149651200000.0,314992825.0,61614.0,5120.0,CFS,590248329599.0,199714211993.0,8032837552.0,41182248512.0,0.2147082696831031,186.0,3.9441603515307597,19.0,1.1007529110892529,70.0,5.338125240372279,191.0,116.5,9,2026-04-30,0.05
054930,유신,KOSDAQ,77100000000.0,512187925.0,19755.0,25700.0,OFS,155133439685.0,111322652729.0,4834268038.0,24314652547.0,0.2508050862775616,147.0,2.012106870103761,115.0,1.2614605731258106,58.0,5.775494305006485,172.0,123.0,10,2026-04-30,0.05
023810,인팩,KOSPI,91200000000.0,1155755060.0,127972.0,9120.0,CFS,175535262834.0,143275679153.0,4337530705.0,57323788702.0,0.19024257478070175,214.0,1.9247287591447368,122.0,2.514201258859649,16.0,6.284021015482456,153.0,126.25,11,2026-04-30,0.05
