,최신 K-올웨더 성장형,최신 K-올웨더 성장형,강환국 정적 원본,강환국 정적 원본,강환국 계절형 원본,강환국 계절형 원본
,CAGR10Y,MDD10Y,CAGR10Y,MDD10Y,CAGR10Y,MDD10Y
2022-04-30,0.07311796241521273,-0.07034015648428404,0.050823790255161816,-0.04602942250797459,0.05623353696009148,-0.06654698962093397
2022-05-31,0.06987916513972703,-0.0870262628036178,0.049679637216148986,-0.06081384303244697,0.05366447309016764,-0.06654698962093386
2022-06-30,0.06926777473776591,-0.09823356726673416,0.04642661887032973,-0.08943086224935282,0.05198040404552007,-0.07832080319946977
2022-07-31,0.07176464642158997,-0.09823356726673416,0.0483777286184357,-0.08943086224935293,0.05358871340572047,-0.07832080319946977
2022-08-31,0.06922234810820438,-0.09823356726673405,0.045840923245765275,-0.08943086224935293,0.05084705439687265,-0.07832080319946966
2022-09-30,0.06445599290152892,-0.09823356726673405,0.040923162674140645,-0.09886899033941055,0.04769679867217547,-0.08453818211999176
2022-10-31,0.06744647268235338,-0.09840865104246943,0.044544893777218375,-0.09886899033941077,0.04970700606431344,-0.08453818211999176
2022-11-30,0.06720525432734825,-0.1006103213391244,0.044724221334244696,-0.09886899033941043,0.05051003673230969,-0.08453818211999176
2022-12-31,0.06385312564078238,-0.13932487515328307,0.04172916293576967,-0.11616834333782322,0.04606066378982754,-0.11262112033856253
2023-01-31,0.06470206054185645,-0.1393248751532834,0.04401281088079467,-0.116168343337823,0.048963777927639285,-0.11262112033856242
2023-02-28,0.0672538206964084,-0.1393248751532834,0.04389821637013913,-0.11616834333782278,0.04838814980099815,-0.11262112033856242
2023-03-31,0.06747226339316481,-0.1393248751532834,0.04520889083357926,-0.11616834333782311,0.049743958013553025,-0.11262112033856231
2023-04-30,0.07122811824694453,-0.1393248751532833,0.048427105817859806,-0.11616834333782311,0.05325459757950668,-0.11262112033856253
2023-05-31,0.06842529048841972,-0.13932487515328318,0.04759442681011339,-0.11616834333782289,0.052569343288955794,-0.11262112033856264
2023-06-30,0.07545068232509,-0.13932487515328318,0.051595350485887925,-0.116168343337823,0.05594483646414017,-0.11262112033856242
2023-07-31,0.07358964257311196,-0.1393248751532835,0.05007052571217763,-0.11616834333782289,0.05470640834430052,-0.11262112033856231
2023-08-31,0.07640222692887733,-0.13932487515328318,0.05133040382049825,-0.11616834333782311,0.055788598544212364,-0.11262112033856242
2023-09-30,0.07513606221487867,-0.1393248751532834,0.05009454533198654,-0.11616834333782311,0.055433290891021336,-0.11262112033856242
2023-10-31,0.07082889920122604,-0.1393248751532833,0.04641785051803393,-0.116168343337823,0.05271052844348012,-0.11262112033856242
2023-11-30,0.07543415446894275,-0.1393248751532835,0.05166942478155323,-0.11616834333782311,0.05870555541723288,-0.11262112033856242
2023-12-31,0.081700098825787,-0.13932487515328318,0.05601691595679892,-0.11616834333782289,0.06346744159694806,-0.11262112033856231
2024-01-31,0.08070794700404793,-0.1393248751532833,0.05566966709051857,-0.116168343337823,0.06361634689080176,-0.11262112033856242
