Code,Name,Market,Marcap,Amount,Volume,Close,fs_div,available_date,equity,revenue_q,net_income_q,ocf_q,EY_1_PER,BY_1_PBR,CFY_1_PCR,SY_1_PSR,EY_1_PER_rank,BY_1_PBR_rank,CFY_1_PCR_rank,SY_1_PSR_rank,avg_rank,overall_rank,signal_date,target_weight,top_n
000320,노루홀딩스,KOSPI,197319234450.0,154356750.0,10438.0,14950.0,CFS,2017-03-31,533516629124.0,179343138044.0,5239113291.0,27974281588.0,0.10620583047776973,2.70382474679219,0.5670867650784158,3.635593631688145,321.0,43.0,108.0,194.0,166.5,31,2017-04-28,0.02,50
011320,유니크,KOSDAQ,62309241375.0,196333365.0,61168.0,3225.0,CFS,2017-03-30,83224090858.0,67294361797.0,4590170618.0,7277321575.0,0.2946702939536471,1.3356620787136009,0.46717446172726734,4.320024465841123,75.0,323.0,156.0,138.0,173.0,32,2017-04-28,0.02,50
038010,제일테크노스,KOSDAQ,39645000000.0,187743610.0,43052.0,4405.0,CFS,2017-03-31,66558267209.0,41198500828.0,1023372588.0,12303188325.0,0.10325363480892925,1.678856531946021,1.2413356867196368,4.156741160600328,330.0,202.0,23.0,147.0,175.5,33,2017-04-28,0.02,50
037330,인지디스플레,KOSDAQ,85625566130.0,723699380.0,300743.0,2405.0,CFS,2017-03-31,170103543993.0,129987537309.0,1518293356.0,15669183842.0,0.0709271038836634,1.9865975979036719,0.7319862302906329,6.072370353109162,477.0,122.0,77.0,69.0,186.25,34,2017-04-28,0.02,50
004690,삼천리,KOSPI,429832650000.0,289138000.0,2736.0,106000.0,CFS,2017-03-31,1362989762827.0,898891420013.0,3816139587.0,136422869619.0,0.03551279398621766,3.1709777347695667,1.2695440387695072,8.365036206653915,681.0,28.0,21.0,36.0,191.5,35,2017-04-28,0.02,50
009970,영원무역홀딩스,KOSPI,724049935200.0,376359900.0,7030.0,53100.0,CFS,2017-03-31,1755453110905.0,625843613923.0,14257998959.0,144606292965.0,0.07876804217964109,2.4244917726842994,0.7988746959838137,3.4574610589537693,439.0,68.0,58.0,207.0,193.0,36,2017-04-28,0.02,50
034590,인천도시가스,KOSPI,132555046200.0,39414550.0,1296.0,30300.0,OFS,2017-03-31,162821421211.0,153984051858.0,5911922706.0,18545546151.0,0.178399023665385,1.2283306134217922,0.5596330485379892,4.646644734314158,155.0,390.0,112.0,117.0,193.5,37,2017-04-28,0.02,50
023810,인팩,KOSPI,61500000000.0,143344990.0,23359.0,6150.0,CFS,2017-03-30,109294366454.0,63233801245.0,3302677687.0,3430066258.0,0.21480830484552846,1.7771441699837398,0.22309374035772359,4.112767560650407,117.0,161.0,381.0,150.0,202.25,38,2017-04-28,0.02,50
092230,KPX홀딩스,KOSPI,264040375000.0,20902200.0,337.0,62500.0,CFS,2017-03-31,936238978408.0,252755731228.0,4835266967.0,30050145360.0,0.07325041811503259,3.5458174849509283,0.4552356109932051,3.8290466937565895,464.0,18.0,163.0,170.0,203.75,39,2017-04-28,0.02,50
006840,AK홀딩스,KOSPI,854467684500.0,1910075300.0,29463.0,64500.0,CFS,2017-03-31,1011420744775.0,787565671300.0,35687681315.0,185421108254.0,0.16706392511910145,1.1836851915199609,0.8680075870277104,3.6868131379870808,172.0,418.0,45.0,184.0,204.75,40,2017-04-28,0.02,50
019180,티에이치엔,KOSPI,41670000000.0,227260035.0,99327.0,2315.0,CFS,2017-03-31,36127402456.0,79209308374.0,8596852930.0,6642975684.0,0.8252318627309815,0.8669882998800096,0.6376746516918647,7.603485325077994,10.0,673.0,97.0,41.0,205.25,41,2017-04-28,0.02,50
034220,LG디스플레이,KOSPI,10519781580000.0,133307305214.0,4542778.0,29400.0,CFS,2017-03-31,13462388000000.0,7935956000000.0,798037000000.0,1348835000000.0,0.303442421853021,1.2797212468360013,0.512875667519325,3.0175364154281232,72.0,366.0,132.0,252.0,205.5,42,2017-04-28,0.02,50
080470,성창오토텍,KOSDAQ,34018000000.0,235758070.0,50360.0,4660.0,CFS,2017-03-31,48530791335.0,39924347267.0,1171242708.0,3131200728.0,0.13772034899171026,1.4266209458227996,0.36818163654535835,4.694496709624317,226.0,279.0,213.0,113.0,207.75,43,2017-04-28,0.02,50
025530,SJM홀딩스,KOSPI,80046282880.0,41064520.0,7593.0,5360.0,CFS,2017-03-31,230659332759.0,46506328940.0,5366947684.0,4719866153.0,0.26819222534271914,2.881574564865041,0.2358568559679757,2.3239719455664996,82.0,36.0,363.0,379.0,215.0,44,2017-04-28,0.02,50
031510,오스템,KOSDAQ,89310000000.0,430675915.0,124472.0,3435.0,CFS,2017-03-30,134458122893.0,54813000959.0,3693903958.0,13165031719.0,0.16544189712238272,1.5055214745605194,0.5896330408240958,2.4549546952860823,175.0,249.0,102.0,344.0,217.5,45,2017-04-28,0.02,50
049520,유아이엘,KOSDAQ,136709640000.0,184362850.0,15359.0,12000.0,CFS,2017-03-30,173703228150.0,109436386614.0,8369821336.0,14656499507.0,0.24489337653145749,1.2705997042344637,0.4288358745440336,3.2020093568822214,97.0,371.0,172.0,230.0,217.5,46,2017-04-28,0.02,50
098660,에스티오,KOSDAQ,32298650080.0,7865290.0,2066.0,3820.0,CFS,2017-03-31,33858491829.0,29317940569.0,2517567234.0,4557111501.0,0.31178606260810016,1.0482943325846887,0.5643717603940183,3.6308564594969597,66.0,520.0,109.0,195.0,222.5,47,2017-04-28,0.02,50
011210,현대위아,KOSPI,1764960886700.0,18790775500.0,290816.0,64900.0,CFS,2017-03-31,3258589317190.0,2058126036150.0,22850530155.0,380206000822.0,0.051787051661466146,1.8462671562556163,0.8616757542607814,4.664411662964701,590.0,142.0,46.0,115.0,223.25,48,2017-04-28,0.02,50
079960,동양이엔피,KOSDAQ,107682000000.0,59829150.0,4394.0,13700.0,CFS,2017-03-31,190903426883.0,101100389154.0,12908338402.0,4089794383.0,0.4794984640701324,1.7728443647313386,0.1519211895395702,3.7555167680392265,22.0,163.0,540.0,179.0,226.0,49,2017-04-28,0.02,50
002150,도화엔지니어링,KOSPI,162193200000.0,1378053525.0,281387.0,4810.0,OFS,2017-03-30,226063766539.0,117618800706.0,10632708297.0,11911181851.0,0.2622232817898654,1.393793121653682,0.29375292801424474,2.900708555130548,85.0,294.0,280.0,268.0,231.75,50,2017-04-28,0.02,50
013580,계룡건설,KOSPI,159863235300.0,24764100.0,1398.0,17900.0,CFS,2017-08-14,348071819476.0,605828263171.0,23701404405.0,116007858075.0,0.593042030220941,2.177309991398629,2.902677600820456,15.158663892522886,18.0,117.0,2.0,10.0,36.75,1,2017-10-31,0.05,20
004140,동방,KOSPI,57404807050.0,146190025.0,83205.0,1765.0,CFS,2017-08-14,145896603238.0,129194241281.0,12200758757.0,9956015550.0,0.8501558934862755,2.5415398245468017,0.6937408946486477,9.002329102402236,12.0,72.0,61.0,39.0,46.0,2,2017-10-31,0.05,20
014790,한라,KOSPI,150724110460.0,88297275.0,21575.0,4130.0,CFS,2017-08-14,372394751124.0,508568874022.0,14590629307.0,23920300348.0,0.38721420912607457,2.4707045872586404,0.6348101912825181,13.496682713067777,37.0,77.0,72.0,18.0,51.0,3,2017-10-31,0.05,20
004980,성신양회,KOSPI,128685463520.0,165654140.0,31022.0,5360.0,CFS,2017-08-14,330803938396.0,181258443690.0,11668098858.0,35176667221.0,0.3626858399957994,2.570639521724901,1.0934154102194433,5.6341544330476525,43.0,71.0,24.0,98.0,59.0,4,2017-10-31,0.05,20
058650,세아홀딩스,KOSPI,630000000000.0,31378000.0,199.0,157500.0,CFS,2017-08-14,3009199201966.0,1210056027637.0,34446005541.0,106668362281.0,0.21870479708571428,4.7765066697873015,0.6772594430539682,7.682895413568254,117.0,11.0,63.0,55.0,61.5,5,2017-10-31,0.05,20
018670,SK가스,KOSPI,839348265600.0,2376665400.0,25330.0,93600.0,CFS,2017-08-16,1824561763961.0,1652505238083.0,90430388891.0,150644551497.0,0.4309552665905932,2.173783921095887,0.7179120166016579,7.875182714063143,31.0,118.0,57.0,53.0,64.75,6,2017-10-31,0.05,20
009410,태영건설,KOSPI,655512000000.0,810349290.0,93928.0,8580.0,CFS,2017-08-14,1410494990848.0,804254406642.0,86516660128.0,306747979235.0,0.5279333414369226,2.151745491841492,1.871806949285444,4.9076410905795775,22.0,124.0,6.0,132.0,71.0,7,2017-10-31,0.05,20
009200,무림페이퍼,KOSPI,104023275000.0,49942465.0,20029.0,2500.0,CFS,2017-08-14,606918361736.0,254350864289.0,3017133575.0,44127593495.0,0.11601763451496792,5.834447740046639,1.6968353859268515,9.780536684275706,353.0,4.0,7.0,31.0,98.75,8,2017-10-31,0.05,20
054800,아이디스홀딩스,KOSDAQ,131933889000.0,331150.0,26.0,12750.0,CFS,2017-08-11,469672917267.0,102774212921.0,23723315826.0,18727932505.0,0.7192485874800523,3.559911110230367,0.5677974824193956,3.1159306740666155,14.0,27.0,84.0,278.0,100.75,9,2017-10-31,0.05,20
015750,성우하이텍,KOSDAQ,402600000000.0,1923253130.0,286104.0,6710.0,CFS,2017-08-14,1180745587066.0,774830590392.0,12233596758.0,127269243241.0,0.12154591910581222,2.932800762707402,1.264473355598609,7.6982671673323395,326.0,43.0,13.0,54.0,109.0,10,2017-10-31,0.05,20
007280,한국특수형강,KOSPI,39465722820.0,835046215.0,387241.0,2190.0,OFS,2017-08-14,60289700087.0,82534771710.0,6716629246.0,7006837436.0,0.6807557309044112,1.5276471778301512,0.7101694265636663,8.365210700580297,15.0,320.0,58.0,46.0,109.75,11,2017-10-31,0.05,20
033160,엠케이전자,KOSDAQ,240974963450.0,3214956950.0,293589.0,11050.0,CFS,2017-08-14,681178121627.0,178244905889.0,27259614095.0,24247644224.0,0.45248873500762843,2.82675889592297,0.402492339898724,2.958729045326472,26.0,53.0,141.0,304.0,131.0,12,2017-10-31,0.05,20
038010,제일테크노스,KOSDAQ,37170000000.0,75205435.0,18369.0,4130.0,CFS,2017-08-14,68062466687.0,43146875342.0,2432242942.0,4454380256.0,0.26174258186709715,1.831112905219263,0.4793521932741458,4.643193472370191,80.0,204.0,104.0,146.0,133.5,13,2017-10-31,0.05,20
005160,동국산업,KOSDAQ,227826824400.0,211639290.0,50550.0,4200.0,CFS,2017-08-14,520741779020.0,201968511710.0,13111913109.0,27218779832.0,0.230208416300956,2.2856912498842696,0.47788542729650585,3.546000559712845,104.0,103.0,105.0,226.0,134.5,14,2017-10-31,0.05,20
000320,노루홀딩스,KOSPI,239240718000.0,418920350.0,23189.0,18000.0,CFS,2017-08-14,573327708659.0,205596687210.0,77188142782.0,17801942703.0,1.2905519332541044,2.396447032310779,0.29764068343917943,3.4374865437412705,7.0,86.0,225.0,239.0,139.25,15,2017-10-31,0.05,20
012620,원일특강,KOSDAQ,42592000000.0,38123710.0,3922.0,9680.0,CFS,2017-08-14,99548780483.0,56867635235.0,2005242795.0,2942932567.0,0.18832107391059355,2.3372647558931257,0.2763835994552968,5.340687005540946,148.0,97.0,244.0,114.0,150.75,16,2017-10-31,0.05,20
019180,티에이치엔,KOSPI,32220000000.0,71999490.0,40578.0,1790.0,CFS,2017-08-14,38677815078.0,81103122552.0,2651462513.0,9485267797.0,0.3291697719428926,1.2004287733705772,1.1775627308504035,10.068668224953445,51.0,527.0,19.0,28.0,156.25,17,2017-10-31,0.05,20
016920,카스,KOSDAQ,22805497920.0,89826430.0,63922.0,1410.0,CFS,2017-08-14,32212746677.0,35393857495.0,1198702083.0,4259816898.0,0.21024791253494368,1.4124991609479405,0.747156131024742,6.207951717460243,122.0,381.0,50.0,80.0,158.25,18,2017-10-31,0.05,20
084010,대한제강,KOSPI,272346410700.0,555629050.0,50120.0,11050.0,CFS,2017-08-14,455578272821.0,326762735962.0,14827005163.0,28588671198.0,0.21776685251537997,1.6727897079680514,0.4198868804552231,4.799222212947637,118.0,264.0,132.0,136.0,162.5,19,2017-10-31,0.05,20
007540,샘표,KOSPI,92025600000.0,95665000.0,2995.0,32000.0,CFS,2017-08-14,215621921609.0,66835307025.0,8751656654.0,7213153187.0,0.3804009603414702,2.3430645560474477,0.3135281133510675,2.9050745455612352,40.0,95.0,212.0,317.0,166.0,20,2017-10-31,0.05,20
013580,계룡건설,KOSPI,159863235300.0,24764100.0,1398.0,17900.0,CFS,2017-08-14,348071819476.0,605828263171.0,23701404405.0,116007858075.0,0.593042030220941,2.177309991398629,2.902677600820456,15.158663892522886,18.0,117.0,2.0,10.0,36.75,1,2017-10-31,0.03333333333333333,30
004140,동방,KOSPI,57404807050.0,146190025.0,83205.0,1765.0,CFS,2017-08-14,145896603238.0,129194241281.0,12200758757.0,9956015550.0,0.8501558934862755,2.5415398245468017,0.6937408946486477,9.002329102402236,12.0,72.0,61.0,39.0,46.0,2,2017-10-31,0.03333333333333333,30
014790,한라,KOSPI,150724110460.0,88297275.0,21575.0,4130.0,CFS,2017-08-14,372394751124.0,508568874022.0,14590629307.0,23920300348.0,0.38721420912607457,2.4707045872586404,0.6348101912825181,13.496682713067777,37.0,77.0,72.0,18.0,51.0,3,2017-10-31,0.03333333333333333,30
004980,성신양회,KOSPI,128685463520.0,165654140.0,31022.0,5360.0,CFS,2017-08-14,330803938396.0,181258443690.0,11668098858.0,35176667221.0,0.3626858399957994,2.570639521724901,1.0934154102194433,5.6341544330476525,43.0,71.0,24.0,98.0,59.0,4,2017-10-31,0.03333333333333333,30
058650,세아홀딩스,KOSPI,630000000000.0,31378000.0,199.0,157500.0,CFS,2017-08-14,3009199201966.0,1210056027637.0,34446005541.0,106668362281.0,0.21870479708571428,4.7765066697873015,0.6772594430539682,7.682895413568254,117.0,11.0,63.0,55.0,61.5,5,2017-10-31,0.03333333333333333,30
018670,SK가스,KOSPI,839348265600.0,2376665400.0,25330.0,93600.0,CFS,2017-08-16,1824561763961.0,1652505238083.0,90430388891.0,150644551497.0,0.4309552665905932,2.173783921095887,0.7179120166016579,7.875182714063143,31.0,118.0,57.0,53.0,64.75,6,2017-10-31,0.03333333333333333,30
009410,태영건설,KOSPI,655512000000.0,810349290.0,93928.0,8580.0,CFS,2017-08-14,1410494990848.0,804254406642.0,86516660128.0,306747979235.0,0.5279333414369226,2.151745491841492,1.871806949285444,4.9076410905795775,22.0,124.0,6.0,132.0,71.0,7,2017-10-31,0.03333333333333333,30
009200,무림페이퍼,KOSPI,104023275000.0,49942465.0,20029.0,2500.0,CFS,2017-08-14,606918361736.0,254350864289.0,3017133575.0,44127593495.0,0.11601763451496792,5.834447740046639,1.6968353859268515,9.780536684275706,353.0,4.0,7.0,31.0,98.75,8,2017-10-31,0.03333333333333333,30
054800,아이디스홀딩스,KOSDAQ,131933889000.0,331150.0,26.0,12750.0,CFS,2017-08-11,469672917267.0,102774212921.0,23723315826.0,18727932505.0,0.7192485874800523,3.559911110230367,0.5677974824193956,3.1159306740666155,14.0,27.0,84.0,278.0,100.75,9,2017-10-31,0.03333333333333333,30
015750,성우하이텍,KOSDAQ,402600000000.0,1923253130.0,286104.0,6710.0,CFS,2017-08-14,1180745587066.0,774830590392.0,12233596758.0,127269243241.0,0.12154591910581222,2.932800762707402,1.264473355598609,7.6982671673323395,326.0,43.0,13.0,54.0,109.0,10,2017-10-31,0.03333333333333333,30
007280,한국특수형강,KOSPI,39465722820.0,835046215.0,387241.0,2190.0,OFS,2017-08-14,60289700087.0,82534771710.0,6716629246.0,7006837436.0,0.6807557309044112,1.5276471778301512,0.7101694265636663,8.365210700580297,15.0,320.0,58.0,46.0,109.75,11,2017-10-31,0.03333333333333333,30
033160,엠케이전자,KOSDAQ,240974963450.0,3214956950.0,293589.0,11050.0,CFS,2017-08-14,681178121627.0,178244905889.0,27259614095.0,24247644224.0,0.45248873500762843,2.82675889592297,0.402492339898724,2.958729045326472,26.0,53.0,141.0,304.0,131.0,12,2017-10-31,0.03333333333333333,30
038010,제일테크노스,KOSDAQ,37170000000.0,75205435.0,18369.0,4130.0,CFS,2017-08-14,68062466687.0,43146875342.0,2432242942.0,4454380256.0,0.26174258186709715,1.831112905219263,0.4793521932741458,4.643193472370191,80.0,204.0,104.0,146.0,133.5,13,2017-10-31,0.03333333333333333,30
005160,동국산업,KOSDAQ,227826824400.0,211639290.0,50550.0,4200.0,CFS,2017-08-14,520741779020.0,201968511710.0,13111913109.0,27218779832.0,0.230208416300956,2.2856912498842696,0.47788542729650585,3.546000559712845,104.0,103.0,105.0,226.0,134.5,14,2017-10-31,0.03333333333333333,30
000320,노루홀딩스,KOSPI,239240718000.0,418920350.0,23189.0,18000.0,CFS,2017-08-14,573327708659.0,205596687210.0,77188142782.0,17801942703.0,1.2905519332541044,2.396447032310779,0.29764068343917943,3.4374865437412705,7.0,86.0,225.0,239.0,139.25,15,2017-10-31,0.03333333333333333,30
012620,원일특강,KOSDAQ,42592000000.0,38123710.0,3922.0,9680.0,CFS,2017-08-14,99548780483.0,56867635235.0,2005242795.0,2942932567.0,0.18832107391059355,2.3372647558931257,0.2763835994552968,5.340687005540946,148.0,97.0,244.0,114.0,150.75,16,2017-10-31,0.03333333333333333,30
019180,티에이치엔,KOSPI,32220000000.0,71999490.0,40578.0,1790.0,CFS,2017-08-14,38677815078.0,81103122552.0,2651462513.0,9485267797.0,0.3291697719428926,1.2004287733705772,1.1775627308504035,10.068668224953445,51.0,527.0,19.0,28.0,156.25,17,2017-10-31,0.03333333333333333,30
016920,카스,KOSDAQ,22805497920.0,89826430.0,63922.0,1410.0,CFS,2017-08-14,32212746677.0,35393857495.0,1198702083.0,4259816898.0,0.21024791253494368,1.4124991609479405,0.747156131024742,6.207951717460243,122.0,381.0,50.0,80.0,158.25,18,2017-10-31,0.03333333333333333,30
084010,대한제강,KOSPI,272346410700.0,555629050.0,50120.0,11050.0,CFS,2017-08-14,455578272821.0,326762735962.0,14827005163.0,28588671198.0,0.21776685251537997,1.6727897079680514,0.4198868804552231,4.799222212947637,118.0,264.0,132.0,136.0,162.5,19,2017-10-31,0.03333333333333333,30
007540,샘표,KOSPI,92025600000.0,95665000.0,2995.0,32000.0,CFS,2017-08-14,215621921609.0,66835307025.0,8751656654.0,7213153187.0,0.3804009603414702,2.3430645560474477,0.3135281133510675,2.9050745455612352,40.0,95.0,212.0,317.0,166.0,20,2017-10-31,0.03333333333333333,30
027710,팜스토리,KOSDAQ,113526448835.0,262685335.0,205661.0,1285.0,CFS,2017-08-11,168006971141.0,205674938983.0,6372565032.0,10573496554.0,0.22453146724467435,1.4798927726981252,0.37254742529179546,7.246767289688737,109.0,343.0,161.0,60.0,168.25,21,2017-10-31,0.03333333333333333,30
002820,선창산업,KOSPI,100359592440.0,88959200.0,11056.0,7960.0,CFS,2017-08-14,275039154561.0,157101172521.0,2662479948.0,10028575582.0,0.10611760702761977,2.740536782524622,0.3997057117582691,6.261530909062747,398.0,58.0,144.0,79.0,169.75,22,2017-10-31,0.03333333333333333,30
126880,제이엔케이히터,KOSDAQ,48991555130.0,180515180.0,54921.0,3305.0,CFS,2017-08-11,77000788826.0,35946593560.0,4009214060.0,11684609320.0,0.32733919544798906,1.571715546111508,0.9540100769607882,2.934921617786171,52.0,304.0,29.0,310.0,173.75,23,2017-10-31,0.03333333333333333,30
013570,디와이,KOSPI,200818799790.0,242180090.0,31883.0,7630.0,CFS,2017-08-14,422187820069.0,213188005793.0,8106240716.0,16575636084.0,0.16146378176698295,2.102332154711062,0.3301610427177825,4.2463754591887755,202.0,136.0,197.0,162.0,174.25,24,2017-10-31,0.03333333333333333,30
001250,GS글로벌,KOSPI,257505343680.0,745093665.0,240850.0,3120.0,CFS,2017-08-14,376269338632.0,805443682655.0,8515639641.0,56921224966.0,0.13227903575596975,1.4612098267738751,0.8841948544063705,12.511486886360213,297.0,351.0,35.0,19.0,175.5,25,2017-10-31,0.03333333333333333,30
015890,태경산업,KOSPI,151404925000.0,43208700.0,8361.0,5180.0,CFS,2017-08-11,263171814073.0,140617495856.0,5826019621.0,31081274383.0,0.15391889321962282,1.738198503602178,0.821143021153374,3.715004537824645,223.0,239.0,43.0,212.0,179.25,26,2017-10-31,0.03333333333333333,30
021650,한국큐빅,KOSDAQ,30263400000.0,197295375.0,64323.0,3060.0,CFS,2017-08-14,40740743743.0,40664629327.0,1872660559.0,3677442993.0,0.24751489376606725,1.3462051105625938,0.4860581419139951,5.374760182530713,90.0,416.0,102.0,112.0,180.0,27,2017-10-31,0.03333333333333333,30
090350,노루페인트,KOSPI,181200000000.0,1628825840.0,177371.0,9060.0,CFS,2017-08-14,296269066316.0,154561089811.0,19284888919.0,15915009555.0,0.42571498717439293,1.6350389973289183,0.3513247142384106,3.4119445874392937,32.0,275.0,177.0,242.0,181.5,28,2017-10-31,0.03333333333333333,30
136480,하림,KOSDAQ,189619972070.0,2898611705.0,832757.0,3515.0,CFS,2017-08-11,228676882727.0,260111313025.0,18273996549.0,27351163830.0,0.3854867469815676,1.2059746672812597,0.5769679961750667,5.487002454129198,38.0,524.0,82.0,106.0,187.5,29,2017-10-31,0.03333333333333333,30
016740,두올,KOSPI,88626891960.0,773818990.0,160624.0,4860.0,CFS,2017-08-23,126126678612.0,72664608139.0,5798527458.0,18563101232.0,0.26170510235728683,1.4231197306222223,0.8378089684281421,3.2795737967115324,81.0,372.0,40.0,260.0,188.25,30,2017-10-31,0.03333333333333333,30
013580,계룡건설,KOSPI,159863235300.0,24764100.0,1398.0,17900.0,CFS,2017-08-14,348071819476.0,605828263171.0,23701404405.0,116007858075.0,0.593042030220941,2.177309991398629,2.902677600820456,15.158663892522886,18.0,117.0,2.0,10.0,36.75,1,2017-10-31,0.02,50
004140,동방,KOSPI,57404807050.0,146190025.0,83205.0,1765.0,CFS,2017-08-14,145896603238.0,129194241281.0,12200758757.0,9956015550.0,0.8501558934862755,2.5415398245468017,0.6937408946486477,9.002329102402236,12.0,72.0,61.0,39.0,46.0,2,2017-10-31,0.02,50
014790,한라,KOSPI,150724110460.0,88297275.0,21575.0,4130.0,CFS,2017-08-14,372394751124.0,508568874022.0,14590629307.0,23920300348.0,0.38721420912607457,2.4707045872586404,0.6348101912825181,13.496682713067777,37.0,77.0,72.0,18.0,51.0,3,2017-10-31,0.02,50
004980,성신양회,KOSPI,128685463520.0,165654140.0,31022.0,5360.0,CFS,2017-08-14,330803938396.0,181258443690.0,11668098858.0,35176667221.0,0.3626858399957994,2.570639521724901,1.0934154102194433,5.6341544330476525,43.0,71.0,24.0,98.0,59.0,4,2017-10-31,0.02,50
058650,세아홀딩스,KOSPI,630000000000.0,31378000.0,199.0,157500.0,CFS,2017-08-14,3009199201966.0,1210056027637.0,34446005541.0,106668362281.0,0.21870479708571428,4.7765066697873015,0.6772594430539682,7.682895413568254,117.0,11.0,63.0,55.0,61.5,5,2017-10-31,0.02,50
018670,SK가스,KOSPI,839348265600.0,2376665400.0,25330.0,93600.0,CFS,2017-08-16,1824561763961.0,1652505238083.0,90430388891.0,150644551497.0,0.4309552665905932,2.173783921095887,0.7179120166016579,7.875182714063143,31.0,118.0,57.0,53.0,64.75,6,2017-10-31,0.02,50
009410,태영건설,KOSPI,655512000000.0,810349290.0,93928.0,8580.0,CFS,2017-08-14,1410494990848.0,804254406642.0,86516660128.0,306747979235.0,0.5279333414369226,2.151745491841492,1.871806949285444,4.9076410905795775,22.0,124.0,6.0,132.0,71.0,7,2017-10-31,0.02,50
009200,무림페이퍼,KOSPI,104023275000.0,49942465.0,20029.0,2500.0,CFS,2017-08-14,606918361736.0,254350864289.0,3017133575.0,44127593495.0,0.11601763451496792,5.834447740046639,1.6968353859268515,9.780536684275706,353.0,4.0,7.0,31.0,98.75,8,2017-10-31,0.02,50
054800,아이디스홀딩스,KOSDAQ,131933889000.0,331150.0,26.0,12750.0,CFS,2017-08-11,469672917267.0,102774212921.0,23723315826.0,18727932505.0,0.7192485874800523,3.559911110230367,0.5677974824193956,3.1159306740666155,14.0,27.0,84.0,278.0,100.75,9,2017-10-31,0.02,50
015750,성우하이텍,KOSDAQ,402600000000.0,1923253130.0,286104.0,6710.0,CFS,2017-08-14,1180745587066.0,774830590392.0,12233596758.0,127269243241.0,0.12154591910581222,2.932800762707402,1.264473355598609,7.6982671673323395,326.0,43.0,13.0,54.0,109.0,10,2017-10-31,0.02,50
007280,한국특수형강,KOSPI,39465722820.0,835046215.0,387241.0,2190.0,OFS,2017-08-14,60289700087.0,82534771710.0,6716629246.0,7006837436.0,0.6807557309044112,1.5276471778301512,0.7101694265636663,8.365210700580297,15.0,320.0,58.0,46.0,109.75,11,2017-10-31,0.02,50
033160,엠케이전자,KOSDAQ,240974963450.0,3214956950.0,293589.0,11050.0,CFS,2017-08-14,681178121627.0,178244905889.0,27259614095.0,24247644224.0,0.45248873500762843,2.82675889592297,0.402492339898724,2.958729045326472,26.0,53.0,141.0,304.0,131.0,12,2017-10-31,0.02,50
038010,제일테크노스,KOSDAQ,37170000000.0,75205435.0,18369.0,4130.0,CFS,2017-08-14,68062466687.0,43146875342.0,2432242942.0,4454380256.0,0.26174258186709715,1.831112905219263,0.4793521932741458,4.643193472370191,80.0,204.0,104.0,146.0,133.5,13,2017-10-31,0.02,50
005160,동국산업,KOSDAQ,227826824400.0,211639290.0,50550.0,4200.0,CFS,2017-08-14,520741779020.0,201968511710.0,13111913109.0,27218779832.0,0.230208416300956,2.2856912498842696,0.47788542729650585,3.546000559712845,104.0,103.0,105.0,226.0,134.5,14,2017-10-31,0.02,50
000320,노루홀딩스,KOSPI,239240718000.0,418920350.0,23189.0,18000.0,CFS,2017-08-14,573327708659.0,205596687210.0,77188142782.0,17801942703.0,1.2905519332541044,2.396447032310779,0.29764068343917943,3.4374865437412705,7.0,86.0,225.0,239.0,139.25,15,2017-10-31,0.02,50
012620,원일특강,KOSDAQ,42592000000.0,38123710.0,3922.0,9680.0,CFS,2017-08-14,99548780483.0,56867635235.0,2005242795.0,2942932567.0,0.18832107391059355,2.3372647558931257,0.2763835994552968,5.340687005540946,148.0,97.0,244.0,114.0,150.75,16,2017-10-31,0.02,50
019180,티에이치엔,KOSPI,32220000000.0,71999490.0,40578.0,1790.0,CFS,2017-08-14,38677815078.0,81103122552.0,2651462513.0,9485267797.0,0.3291697719428926,1.2004287733705772,1.1775627308504035,10.068668224953445,51.0,527.0,19.0,28.0,156.25,17,2017-10-31,0.02,50
016920,카스,KOSDAQ,22805497920.0,89826430.0,63922.0,1410.0,CFS,2017-08-14,32212746677.0,35393857495.0,1198702083.0,4259816898.0,0.21024791253494368,1.4124991609479405,0.747156131024742,6.207951717460243,122.0,381.0,50.0,80.0,158.25,18,2017-10-31,0.02,50
084010,대한제강,KOSPI,272346410700.0,555629050.0,50120.0,11050.0,CFS,2017-08-14,455578272821.0,326762735962.0,14827005163.0,28588671198.0,0.21776685251537997,1.6727897079680514,0.4198868804552231,4.799222212947637,118.0,264.0,132.0,136.0,162.5,19,2017-10-31,0.02,50
007540,샘표,KOSPI,92025600000.0,95665000.0,2995.0,32000.0,CFS,2017-08-14,215621921609.0,66835307025.0,8751656654.0,7213153187.0,0.3804009603414702,2.3430645560474477,0.3135281133510675,2.9050745455612352,40.0,95.0,212.0,317.0,166.0,20,2017-10-31,0.02,50
027710,팜스토리,KOSDAQ,113526448835.0,262685335.0,205661.0,1285.0,CFS,2017-08-11,168006971141.0,205674938983.0,6372565032.0,10573496554.0,0.22453146724467435,1.4798927726981252,0.37254742529179546,7.246767289688737,109.0,343.0,161.0,60.0,168.25,21,2017-10-31,0.02,50
002820,선창산업,KOSPI,100359592440.0,88959200.0,11056.0,7960.0,CFS,2017-08-14,275039154561.0,157101172521.0,2662479948.0,10028575582.0,0.10611760702761977,2.740536782524622,0.3997057117582691,6.261530909062747,398.0,58.0,144.0,79.0,169.75,22,2017-10-31,0.02,50
