Date,Top20_Gross,Top20_Minimum,Top20_Base,Top20_Conservative,KOSPI
2018-08-03,1.2179934774135908,1.2085546464892982,1.1950015398709104,1.1745478884383007,1.139175078055363
2018-08-06,1.2176045654913588,1.208168748436965,1.1946199693990158,1.174172848928224,1.138587484251988
2018-08-07,1.2168289957585305,1.2073991889757136,1.1938590400162288,1.173424943615985,1.1453896294673311
2018-08-08,1.2206370140336422,1.2111776970429944,1.197595174722203,1.177097130624461,1.1460319989642413
2018-08-09,1.2237784700306136,1.2142948083512943,1.2006773297775726,1.1801265315008105,1.14715739048596
2018-08-10,1.2249103341956937,1.2154179011438824,1.2017878278592764,1.1812180222926307,1.1367400494973086
2018-08-13,1.2014947782948338,1.1921838039102854,1.1788142849977168,1.1586376946882777,1.1196400738973902
2018-08-14,1.2082297497524077,1.1988665827592395,1.1854221210921085,1.1651324310320088,1.124848744391716
2018-08-16,1.2036036963619001,1.19427637893329,1.1808833932354368,1.1606713880606117,1.115830673392458
2018-08-17,1.2077404955534596,1.1983811200318786,1.1849421024943303,1.164660628434589,1.1189429287069452
2018-08-20,1.2091601687025448,1.1997897914350018,1.1863349766194633,1.1660296621202797,1.119356236212709
2018-08-21,1.2145825023931822,1.2051701047931251,1.191654953474976,1.1712585822293349,1.1304010078727609
2018-08-22,1.21366813356046,1.2042628218545186,1.1907578450886214,1.1703768287539318,1.1320293398533006
2018-08-23,1.2152915893396914,1.2058736966758898,1.1923506550601604,1.171942376183232,1.136645436935748
2018-08-24,1.2100912813371052,1.2007136884194851,1.1872485127366317,1.166927562149386,1.1419288015576214
2018-08-27,1.2114534536894404,1.2020653046278327,1.188584971501638,1.1682411460804933,1.1449613831360579
2018-08-28,1.2193386742716406,1.2098894187548208,1.1963213435862905,1.175845102387682,1.1468635935842724
2018-08-29,1.226864741242202,1.2173571625282738,1.2037053417650743,1.1831027160222716,1.1498065422096515
2018-08-30,1.2308698408498309,1.221331224647827,1.207634837519531,1.1869649545107033,1.1489699679811172
2018-08-31,1.2376952911763155,1.2281037812004052,1.2143314445225353,1.1935469423597982,1.1567032999865552
2018-09-03,1.2419936020873392,1.2323687823846516,1.218548616660784,1.1976919333618148,1.1488106205090156
2018-09-04,1.244440376234866,1.2347965952750644,1.2209492033044986,1.2000514315543385,1.1531379002982785
2018-09-05,1.2451169454296382,1.235467921402155,1.2216130009721997,1.2007038676583395,1.1412117379331637
2018-09-06,1.2379954415595247,1.228401605570568,1.2146259289978458,1.1938363864375785,1.139140220795841
2018-09-07,1.2371061155693257,1.2275191714051723,1.2137533907228528,1.1929787825314067,1.1361375168684238
2018-09-10,1.2521493980525402,1.2424458760884736,1.2285127027105722,1.207485474072449,1.1396630796886749
2018-09-11,1.2471249340922455,1.2374603491723304,1.223583085039443,1.202640231758319,1.1369442134459387
2018-09-12,1.245566476343448,1.2359139686796645,1.2220540461372056,1.2011373638924272,1.13680478440785
